Compound Identifier	Odor	Replicate	Intensity	Dilution	subject #	INTENSITY/STRENGTH	VALENCE/PLEASANTNESS	BAKERY	SWEET	FRUIT	FISH	GARLIC	SPICES	COLD	SOUR	BURNT	ACID	WARM	MUSKY	SWEATY	AMMONIA/URINOUS	DECAYED	WOOD	GRASS	FLOWER	CHEMICAL
243	N/A	0	high	 '1/100,000'	25	9	49	0	0	0	0	52	49	0	35	100	0	62	58	31	45	0	32	0	0	52
243	N/A	0	high	 '1/100,000'	26	78	44	0	4	7	0	0	0	0	66	0	47	0	6	0	21	0	0	0	0	8
243	N/A	0	high	 '1/100,000'	27	6	58	0	13	0	0	0	0	17	0	0	37	0	0	0	0	0	0	0	0	46
243	N/A	0	high	 '1/100,000'	28	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
243	N/A	0	high	 '1/100,000'	29	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0
243	N/A	0	high	 '1/100,000'	30	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
243	N/A	0	high	 '1/100,000'	31	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
243	N/A	0	high	 '1/100,000'	32	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
243	N/A	0	high	 '1/100,000'	33	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
243	N/A	0	high	 '1/100,000'	34	39	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
243	N/A	0	high	 '1/100,000'	35	2	27	0	0	0	0	0	0	57	64	0	0	0	0	0	0	0	0	0	0	0
243	N/A	0	high	 '1/100,000'	36	33	44	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0
243	N/A	0	high	 '1/100,000'	37	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
243	N/A	0	high	 '1/100,000'	38	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
243	N/A	0	high	 '1/100,000'	39	22	5	0	0	0	0	0	0	0	3	0	0	0	9	34	3	79	0	0	0	0
243	N/A	0	high	 '1/100,000'	40	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
243	N/A	0	high	 '1/100,000'	41	0	59	0	11	0	0	0	0	17	0	0	0	0	0	2	0	0	0	0	0	0
243	N/A	0	high	 '1/100,000'	42	0	52	0	0	0	0	0	0	11	0	0	0	1	0	0	0	1	0	0	0	15
243	N/A	0	high	 '1/100,000'	43	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
243	N/A	0	high	 '1/100,000'	44	23	53	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0
243	N/A	0	high	 '1/100,000'	45	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
243	N/A	0	high	 '1/100,000'	46	38	51	13	13	13	13	15	12	11	10	3	10	9	7	3	3	2	13	8	6	3
243	N/A	0	high	 '1/100,000'	47	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
243	N/A	0	high	 '1/100,000'	48	71	13	0	0	0	0	0	0	0	40	39	0	78	0	0	8	0	0	0	0	0
243	N/A	0	high	 '1/100,000'	49	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
454	N/A	0	high	 '1/100,000'	1	57	39	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0
454	N/A	0	high	 '1/100,000'	2	80	39	0	22	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42
454	N/A	0	high	 '1/100,000'	3	32	40	0	34	25	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	40
454	N/A	0	high	 '1/100,000'	4	100	10	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	100
454	N/A	0	high	 '1/100,000'	5	12	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
454	N/A	0	high	 '1/100,000'	6	37	43	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0
454	N/A	0	high	 '1/100,000'	7	100	100	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
454	N/A	0	high	 '1/100,000'	8	76	80	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
454	N/A	0	high	 '1/100,000'	9	100	100	0	0	100	0	0	0	100	0	0	0	0	0	0	0	0	0	0	100	0
454	N/A	0	high	 '1/100,000'	10	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
454	N/A	0	high	 '1/100,000'	11	92	22	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	72	31	0	0
454	N/A	0	high	 '1/100,000'	12	73	8	0	0	0	0	2	0	0	0	2	2	0	0	0	0	0	0	0	0	2
454	N/A	0	high	 '1/100,000'	13	61	42	0	0	0	0	51	0	0	19	84	0	61	74	30	0	0	0	0	0	68
454	N/A	0	high	 '1/100,000'	14	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100
454	N/A	0	high	 '1/100,000'	15	83	16	0	0	0	0	0	0	0	50	52	48	0	0	0	20	0	0	0	0	66
454	N/A	0	high	 '1/100,000'	16	70	15	0	0	0	0	0	0	0	31	19	26	0	14	19	23	10	38	20	0	39
454	N/A	0	high	 '1/100,000'	17	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40
454	N/A	0	high	 '1/100,000'	18	75	10	0	0	0	0	0	0	0	50	0	0	0	74	0	0	0	0	0	0	0
454	N/A	0	high	 '1/100,000'	19	52	20	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0
454	N/A	0	high	 '1/100,000'	20	64	45	0	0	0	0	8	0	0	20	0	0	0	25	12	0	0	0	0	0	21
454	N/A	0	high	 '1/100,000'	21	95	35	0	6	0	0	0	0	4	35	12	8	0	0	0	6	6	0	0	0	19
454	N/A	0	high	 '1/100,000'	22	87	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75
454	N/A	0	high	 '1/100,000'	23	75	23	0	0	0	0	0	0	0	0	0	0	0	40	33	0	0	0	0	0	0
454	N/A	0	high	 '1/100,000'	24	69	40	0	0	0	0	0	0	0	33	0	0	0	0	55	0	0	0	0	0	9
454	N/A	0	high	 '1/100,000'	25	85	28	0	0	0	0	36	44	0	0	0	50	0	88	0	0	0	45	10	0	82
454	N/A	0	high	 '1/100,000'	26	69	46	0	0	0	0	0	0	15	0	0	7	0	3	7	22	0	31	0	0	33
454	N/A	0	high	 '1/100,000'	27	58	37	0	0	0	0	0	0	0	0	68	62	0	0	0	0	0	0	0	0	100
454	N/A	0	high	 '1/100,000'	28	91	6	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0
454	N/A	0	high	 '1/100,000'	29	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
454	N/A	0	high	 '1/100,000'	30	81	47	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	39	20	0	10
454	N/A	0	high	 '1/100,000'	31	28	27	0	0	0	0	0	0	0	0	0	13	29	0	0	21	0	0	0	0	0
454	N/A	0	high	 '1/100,000'	32	82	15	0	0	0	0	0	0	0	58	0	0	0	45	0	53	0	0	0	0	0
454	N/A	0	high	 '1/100,000'	33	66	30	0	0	0	0	0	0	0	0	0	0	98	100	0	0	0	0	0	58	0
454	N/A	0	high	 '1/100,000'	34	94	47	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68
454	N/A	0	high	 '1/100,000'	35	55	38	0	0	0	0	0	0	53	0	0	0	0	51	0	0	28	13	0	0	0
454	N/A	0	high	 '1/100,000'	36	80	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
454	N/A	0	high	 '1/100,000'	37	38	36	0	0	0	0	0	0	0	0	11	28	0	9	0	0	9	0	0	0	39
454	N/A	0	high	 '1/100,000'	38	86	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
454	N/A	0	high	 '1/100,000'	39	60	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82
454	N/A	0	high	 '1/100,000'	40	78	9	0	0	0	0	0	0	55	0	0	32	0	49	0	0	0	0	0	0	66
454	N/A	0	high	 '1/100,000'	41	0	1	0	0	0	0	63	64	0	93	0	0	0	0	51	0	0	0	95	0	0
454	N/A	0	high	 '1/100,000'	42	66	14	0	0	0	0	0	24	0	0	0	0	7	0	0	0	8	0	0	0	53
454	N/A	0	high	 '1/100,000'	43	88	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70
454	N/A	0	high	 '1/100,000'	44	85	61	0	15	0	0	0	0	0	0	0	0	32	58	0	0	0	24	0	0	0
454	N/A	0	high	 '1/100,000'	45	56	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26
454	N/A	0	high	 '1/100,000'	46	50	51	1	1	1	1	1	1	1	1	1	1	1	1	1	26	1	1	1	1	1
454	N/A	0	high	 '1/100,000'	47	71	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
454	N/A	0	high	 '1/100,000'	48	88	14	0	0	0	0	0	57	0	45	0	0	0	0	0	0	21	0	0	0	0
454	N/A	0	high	 '1/100,000'	49	63	41	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	50
679	N/A	0	high	 '1/10'	1	0	75	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
679	N/A	0	high	 '1/10'	2	0	75	0	62	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
679	N/A	0	high	 '1/10'	3	0	63	0	20	21	0	0	18	0	0	0	18	46	0	0	0	0	0	0	22	0
679	N/A	0	high	 '1/10'	4	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0
679	N/A	0	high	 '1/10'	5	76	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
679	N/A	0	high	 '1/10'	6	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
679	N/A	0	high	 '1/10'	7	70	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0
679	N/A	0	high	 '1/10'	8	55	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
679	N/A	0	high	 '1/10'	9	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
679	N/A	0	high	 '1/10'	10	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
679	N/A	0	high	 '1/10'	11	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
679	N/A	0	high	 '1/10'	12	0	46	0	0	0	0	0	0	0	43	0	0	0	0	34	0	0	0	0	0	0
679	N/A	0	high	 '1/10'	13	0	16	0	0	0	30	23	38	0	40	81	36	90	77	0	0	0	0	0	0	0
679	N/A	0	high	 '1/10'	14	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
679	N/A	0	high	 '1/10'	15	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
679	N/A	0	high	 '1/10'	16	34	28	0	57	0	0	18	53	0	76	73	77	0	61	0	65	0	0	0	0	68
679	N/A	0	high	 '1/10'	17	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
679	N/A	0	high	 '1/10'	18	85	42	0	0	0	0	0	0	0	39	0	13	0	0	0	0	0	0	0	0	0
679	N/A	0	high	 '1/10'	19	64	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
679	N/A	0	high	 '1/10'	20	12	39	0	0	0	0	0	0	0	16	0	12	0	0	0	0	0	0	0	0	14
679	N/A	0	high	 '1/10'	21	0	16	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	16	0	0
679	N/A	0	high	 '1/10'	22	72	53	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
679	N/A	0	high	 '1/10'	23	6	42	9	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0
679	N/A	0	high	 '1/10'	24	62	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	36	0	0
679	N/A	0	high	 '1/10'	25	4	42	63	32	0	82	84	22	0	0	23	0	0	0	25	0	0	0	28	0	0
679	N/A	0	high	 '1/10'	26	0	33	0	0	0	0	0	0	0	20	0	0	0	0	0	0	7	0	0	0	0
679	N/A	0	high	 '1/10'	27	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
679	N/A	0	high	 '1/10'	28	8	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
679	N/A	0	high	 '1/10'	29	8	0	0	0	0	0	0	0	0	0	0	0	0	100	0	1	0	0	0	0	0
679	N/A	0	high	 '1/10'	30	0	66	0	5	8	0	0	0	5	0	0	0	9	0	0	0	0	0	0	28	3
679	N/A	0	high	 '1/10'	31	0	6	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0
679	N/A	0	high	 '1/10'	32	82	18	0	0	0	0	0	0	0	48	0	0	0	0	0	0	61	0	0	0	0
679	N/A	0	high	 '1/10'	33	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
679	N/A	0	high	 '1/10'	34	31	33	0	7	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0
679	N/A	0	high	 '1/10'	35	10	0	0	0	0	0	0	0	58	24	0	0	0	0	0	0	0	0	0	0	47
679	N/A	0	high	 '1/10'	36	70	57	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0
679	N/A	0	high	 '1/10'	37	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
679	N/A	0	high	 '1/10'	38	0	48	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0
679	N/A	0	high	 '1/10'	39	0	24	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	65
679	N/A	0	high	 '1/10'	40	0	11	0	0	0	0	0	48	0	53	0	12	0	0	0	0	0	0	0	0	41
679	N/A	0	high	 '1/10'	41	9	18	0	0	0	0	14	0	0	95	0	0	0	60	36	0	62	0	47	0	0
679	N/A	0	high	 '1/10'	42	0	47	0	0	0	0	0	0	11	0	0	0	14	0	0	0	9	0	0	0	18
679	N/A	0	high	 '1/10'	43	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
679	N/A	0	high	 '1/10'	44	39	29	0	0	0	0	0	0	0	0	0	0	0	17	100	28	0	0	0	0	0
679	N/A	0	high	 '1/10'	45	59	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
679	N/A	0	high	 '1/10'	46	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
679	N/A	0	high	 '1/10'	47	5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
679	N/A	0	high	 '1/10'	48	42	17	0	0	0	0	0	8	0	0	0	0	0	21	0	0	0	0	0	0	0
679	N/A	0	high	 '1/10'	49	0	44	0	0	0	0	0	0	0	0	0	0	0	29	27	0	0	0	0	0	0
1030	N/A	0	high	 '1/10'	1	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1030	N/A	0	high	 '1/10'	2	41	54	0	0	0	0	0	1	0	0	1	1	0	0	0	0	7	0	0	0	0
1030	N/A	0	high	 '1/10'	3	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1030	N/A	0	high	 '1/10'	4	0	87	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0
1030	N/A	0	high	 '1/10'	5	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1030	N/A	0	high	 '1/10'	6	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1030	N/A	0	high	 '1/10'	7	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1030	N/A	0	high	 '1/10'	8	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1030	N/A	0	high	 '1/10'	9	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1030	N/A	0	high	 '1/10'	10	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1030	N/A	0	high	 '1/10'	11	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1030	N/A	0	high	 '1/10'	12	19	44	0	0	0	0	49	54	0	0	0	0	0	0	0	0	0	0	0	0	0
1030	N/A	0	high	 '1/10'	13	0	24	0	0	0	0	0	0	66	38	61	0	0	29	0	0	0	0	0	29	0
1030	N/A	0	high	 '1/10'	14	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1030	N/A	0	high	 '1/10'	15	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1030	N/A	0	high	 '1/10'	16	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1030	N/A	0	high	 '1/10'	17	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1030	N/A	0	high	 '1/10'	18	0	22	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	43
1030	N/A	0	high	 '1/10'	19	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1030	N/A	0	high	 '1/10'	20	3	53	0	0	0	0	0	0	0	16	0	17	0	0	0	0	0	0	12	0	0
1030	N/A	0	high	 '1/10'	21	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	53	0	0	0
1030	N/A	0	high	 '1/10'	22	2	31	57	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0
1030	N/A	0	high	 '1/10'	23	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1030	N/A	0	high	 '1/10'	24	0	54	0	12	0	0	0	0	0	0	0	0	0	19	0	0	0	14	62	0	0
1030	N/A	0	high	 '1/10'	25	0	43	0	31	0	0	10	58	0	63	0	0	0	0	0	0	0	0	0	0	25
1030	N/A	0	high	 '1/10'	26	0	88	7	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1030	N/A	0	high	 '1/10'	27	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1030	N/A	0	high	 '1/10'	28	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1030	N/A	0	high	 '1/10'	29	6	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0
1030	N/A	0	high	 '1/10'	30	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1030	N/A	0	high	 '1/10'	31	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1030	N/A	0	high	 '1/10'	32	0	11	0	0	0	0	0	56	0	0	0	0	0	0	0	62	0	0	0	0	0
1030	N/A	0	high	 '1/10'	33	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1030	N/A	0	high	 '1/10'	34	29	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1030	N/A	0	high	 '1/10'	35	20	37	0	0	0	0	0	0	63	0	0	20	0	0	0	0	25	0	0	0	8
