Compound Identifier	Odor	Replicate	Intensity	Dilution	subject #	INTENSITY/STRENGTH	VALENCE/PLEASANTNESS	BAKERY	SWEET	FRUIT	FISH	GARLIC	SPICES	COLD	SOUR	BURNT	ACID	WARM	MUSKY	SWEATY	AMMONIA/URINOUS	DECAYED	WOOD	GRASS	FLOWER	CHEMICAL
262	N/A	0	high	'1/1,000'	28	3	12	0	15	43	0	0	0	0	34	0	0	0	0	0	0	88	0	0	0	0
262	N/A	0	high	'1/1,000'	29	99	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0
262	N/A	0	high	'1/1,000'	30	43	47	0	10	100	0	0	0	0	84	0	0	6	43	0	0	41	0	0	0	8
262	N/A	0	high	'1/1,000'	31	55	16	0	0	0	0	0	0	0	0	0	0	0	74	97	0	0	0	0	0	0
262	N/A	0	high	'1/1,000'	32	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
262	N/A	0	high	'1/1,000'	33	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
262	N/A	0	high	'1/1,000'	34	57	47	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0
262	N/A	0	high	'1/1,000'	35	27	17	0	0	0	0	0	0	42	51	0	0	0	0	0	0	0	0	0	0	0
262	N/A	0	high	'1/1,000'	36	27	46	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0
262	N/A	0	high	'1/1,000'	37	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
262	N/A	0	high	'1/1,000'	38	26	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
262	N/A	0	high	'1/1,000'	39	60	91	100	100	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0
262	N/A	0	high	'1/1,000'	40	18	61	0	20	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	17	0
262	N/A	0	high	'1/1,000'	41	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
262	N/A	0	high	'1/1,000'	42	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
262	N/A	0	high	'1/1,000'	43	61	47	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
262	N/A	0	high	'1/1,000'	44	83	28	0	0	0	0	0	0	0	27	0	64	0	0	0	46	0	0	0	0	0
262	N/A	0	high	'1/1,000'	45	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
262	N/A	0	high	'1/1,000'	46	50	51	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
262	N/A	0	high	'1/1,000'	47	27	38	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
262	N/A	0	high	'1/1,000'	48	8	93	0	42	34	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
262	N/A	0	high	'1/1,000'	49	42	62	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
264	N/A	0	high	'1/1,000'	1	100	0	0	0	0	0	0	0	0	100	0	0	0	100	100	0	100	0	0	0	0
264	N/A	0	high	'1/1,000'	2	100	0	0	0	0	0	0	0	0	0	0	0	0	89	28	0	38	0	0	0	0
264	N/A	0	high	'1/1,000'	3	85	7	0	0	0	0	0	0	41	71	35	0	0	67	86	0	0	0	0	0	57
264	N/A	0	high	'1/1,000'	4	98	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	69	0	0	0	14
264	N/A	0	high	'1/1,000'	5	100	0	0	0	0	0	0	0	0	0	0	0	0	0	33	35	0	0	0	0	0
264	N/A	0	high	'1/1,000'	6	64	41	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0
264	N/A	0	high	'1/1,000'	7	92	2	0	18	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0
264	N/A	0	high	'1/1,000'	8	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86
264	N/A	0	high	'1/1,000'	9	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
264	N/A	0	high	'1/1,000'	10	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
264	N/A	0	high	'1/1,000'	11	100	0	0	0	0	0	0	0	0	0	0	0	0	100	32	94	41	0	0	0	0
264	N/A	0	high	'1/1,000'	12	85	1	0	0	0	0	43	0	0	64	41	0	0	60	0	0	0	0	0	0	0
264	N/A	0	high	'1/1,000'	13	95	2	0	0	0	36	63	32	0	77	62	33	67	55	73	0	0	0	0	0	0
264	N/A	0	high	'1/1,000'	14	77	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
264	N/A	0	high	'1/1,000'	15	85	59	12	0	0	14	12	0	0	0	0	18	15	0	0	0	27	0	0	0	7
264	N/A	0	high	'1/1,000'	16	97	6	0	0	0	0	0	0	0	54	42	20	0	40	0	49	0	0	0	0	0
264	N/A	0	high	'1/1,000'	17	58	31	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
264	N/A	0	high	'1/1,000'	18	95	0	0	0	0	0	0	0	0	65	0	0	0	46	39	0	26	0	0	0	55
264	N/A	0	high	'1/1,000'	19	55	38	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	31
264	N/A	0	high	'1/1,000'	20	82	24	0	0	0	0	0	0	0	32	0	0	0	0	11	0	0	0	0	0	1
264	N/A	0	high	'1/1,000'	21	66	0	0	0	0	5	2	0	0	9	3	0	0	4	0	0	0	0	0	0	0
264	N/A	0	high	'1/1,000'	22	86	4	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0
264	N/A	0	high	'1/1,000'	23	87	19	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	56
264	N/A	0	high	'1/1,000'	24	100	11	0	0	0	0	0	0	0	76	0	22	0	35	100	0	0	0	0	0	0
264	N/A	0	high	'1/1,000'	25	92	37	0	0	0	86	99	0	0	27	63	0	0	76	80	100	28	46	0	0	100
264	N/A	0	high	'1/1,000'	26	83	41	0	0	0	0	0	0	0	0	5	17	11	7	0	18	0	38	0	0	32
264	N/A	0	high	'1/1,000'	27	85	26	0	0	0	0	0	10	0	10	15	2	0	0	0	0	0	0	0	0	22
264	N/A	0	high	'1/1,000'	28	79	6	0	0	0	0	0	0	0	0	0	0	0	0	82	100	0	0	0	0	0
264	N/A	0	high	'1/1,000'	29	100	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0
264	N/A	0	high	'1/1,000'	30	94	4	0	0	0	0	0	0	0	69	0	0	0	50	59	19	66	0	0	0	31
264	N/A	0	high	'1/1,000'	31	100	94	0	0	0	0	0	0	0	0	0	100	0	0	0	90	0	0	0	0	99
264	N/A	0	high	'1/1,000'	32	96	1	0	0	0	20	0	0	0	85	0	0	0	86	79	0	0	0	0	0	0
264	N/A	0	high	'1/1,000'	33	100	75	0	0	0	0	63	63	0	0	0	0	0	0	0	0	100	0	0	0	0
264	N/A	0	high	'1/1,000'	34	66	34	0	0	0	0	0	5	0	0	0	0	18	0	0	0	0	0	0	0	0
264	N/A	0	high	'1/1,000'	35	100	0	0	0	0	0	0	0	0	100	0	41	100	0	0	0	49	0	0	0	17
264	N/A	0	high	'1/1,000'	36	100	19	0	0	0	0	0	0	0	0	0	10	0	0	0	13	0	0	0	0	0
264	N/A	0	high	'1/1,000'	37	81	38	0	0	0	0	0	0	0	0	16	0	0	9	3	0	7	15	0	8	0
264	N/A	0	high	'1/1,000'	38	100	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	75	0	0	0	0
264	N/A	0	high	'1/1,000'	39	84	65	0	0	0	0	0	0	0	0	0	0	0	0	16	17	0	0	0	0	0
264	N/A	0	high	'1/1,000'	40	84	80	0	0	0	16	0	38	0	63	36	0	0	0	31	0	0	0	0	0	28
264	N/A	0	high	'1/1,000'	41	56	47	0	0	0	0	0	0	0	8	17	0	32	0	10	0	0	100	0	0	0
264	N/A	0	high	'1/1,000'	42	64	22	0	0	0	0	0	0	4	0	0	0	3	0	0	0	73	0	0	0	26
264	N/A	0	high	'1/1,000'	43	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	27	0	0	0	0
264	N/A	0	high	'1/1,000'	44	80	16	0	0	0	0	0	0	0	31	0	18	10	23	58	21	0	0	0	0	0
264	N/A	0	high	'1/1,000'	45	60	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0
264	N/A	0	high	'1/1,000'	46	86	49	15	22	3	27	7	25	11	30	4	0	29	25	27	51	42	25	54	38	32
264	N/A	0	high	'1/1,000'	47	84	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0
264	N/A	0	high	'1/1,000'	48	95	7	0	0	0	0	0	40	0	0	23	0	42	0	0	0	0	0	0	0	0
264	N/A	0	high	'1/1,000'	49	96	3	0	0	0	0	0	0	0	7	0	0	0	13	0	0	3	0	0	0	0
323	N/A	0	high	 '1/10'	1	74	69	0	72	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0
323	N/A	0	high	 '1/10'	2	81	54	0	25	0	0	0	18	0	0	0	0	0	0	0	2	0	0	0	0	33
323	N/A	0	high	 '1/10'	3	78	69	0	42	0	0	0	49	0	0	0	0	53	0	0	0	0	0	0	0	0
323	N/A	0	high	 '1/10'	4	100	100	98	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0
323	N/A	0	high	 '1/10'	5	66	100	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323	N/A	0	high	 '1/10'	6	0	61	39	0	29	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0
323	N/A	0	high	 '1/10'	7	0	10	0	0	0	0	0	0	0	47	0	0	58	23	0	0	0	0	0	0	0
323	N/A	0	high	 '1/10'	8	79	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323	N/A	0	high	 '1/10'	9	100	67	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0
323	N/A	0	high	 '1/10'	10	20	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323	N/A	0	high	 '1/10'	11	71	100	100	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323	N/A	0	high	 '1/10'	12	87	88	72	97	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323	N/A	0	high	 '1/10'	13	91	100	100	68	0	0	0	0	0	0	76	0	88	0	0	0	0	0	0	45	0
323	N/A	0	high	 '1/10'	14	0	20	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0
323	N/A	0	high	 '1/10'	15	37	66	27	48	19	0	0	0	45	12	39	23	0	5	0	0	0	0	0	19	17
323	N/A	0	high	 '1/10'	16	80	73	0	43	62	0	0	0	0	49	45	60	0	0	52	0	0	0	70	57	0
323	N/A	0	high	 '1/10'	17	30	53	0	29	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0
323	N/A	0	high	 '1/10'	18	20	41	0	54	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	72
323	N/A	0	high	 '1/10'	19	58	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323	N/A	0	high	 '1/10'	20	59	29	0	31	0	0	0	0	24	26	0	12	0	0	20	5	0	0	0	0	73
323	N/A	0	high	 '1/10'	21	88	99	8	11	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
323	N/A	0	high	 '1/10'	22	17	30	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0
323	N/A	0	high	 '1/10'	23	26	26	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	27
323	N/A	0	high	 '1/10'	24	73	57	52	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323	N/A	0	high	 '1/10'	25	81	43	0	76	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	83	87
323	N/A	0	high	 '1/10'	26	56	56	0	25	17	0	0	0	16	9	0	0	0	0	0	0	0	0	0	0	21
323	N/A	0	high	 '1/10'	27	38	60	0	26	0	0	0	0	0	46	0	0	25	0	0	0	0	0	0	19	0
323	N/A	0	high	 '1/10'	28	64	30	0	0	0	0	0	0	53	0	0	11	0	0	0	0	0	0	0	0	83
323	N/A	0	high	 '1/10'	29	93	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0
323	N/A	0	high	 '1/10'	30	28	66	0	14	2	0	0	0	0	0	0	0	19	0	0	0	0	0	0	2	12
323	N/A	0	high	 '1/10'	31	8	80	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323	N/A	0	high	 '1/10'	32	96	82	0	29	31	0	0	0	0	0	0	25	0	0	0	24	0	0	0	0	68
323	N/A	0	high	 '1/10'	33	11	92	100	100	100	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0
323	N/A	0	high	 '1/10'	34	66	77	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
323	N/A	0	high	 '1/10'	35	100	66	0	14	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	9
323	N/A	0	high	 '1/10'	36	100	100	37	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323	N/A	0	high	 '1/10'	37	75	90	0	13	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	27	0
323	N/A	0	high	 '1/10'	38	69	23	0	0	0	0	0	0	0	0	0	0	0	6	6	0	0	0	0	0	0
323	N/A	0	high	 '1/10'	39	58	100	100	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323	N/A	0	high	 '1/10'	40	85	71	0	49	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0
323	N/A	0	high	 '1/10'	41	100	100	0	69	75	0	0	0	50	0	0	0	0	0	0	0	0	0	0	97	0
323	N/A	0	high	 '1/10'	42	67	81	55	52	16	0	0	26	23	6	14	0	27	0	0	0	33	0	0	0	40
323	N/A	0	high	 '1/10'	43	60	74	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0
323	N/A	0	high	 '1/10'	44	85	79	23	37	0	0	0	71	0	23	0	0	26	43	0	0	0	0	0	0	0
323	N/A	0	high	 '1/10'	45	30	83	43	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323	N/A	0	high	 '1/10'	46	48	49	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
323	N/A	0	high	 '1/10'	47	74	85	0	72	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0
323	N/A	0	high	 '1/10'	48	11	6	0	0	0	0	0	7	0	0	55	0	0	0	0	0	0	0	0	0	23
323	N/A	0	high	 '1/10'	49	61	42	0	0	0	0	0	0	0	0	0	2	0	4	0	28	0	0	0	0	18
702	N/A	0	high	'1/1,000'	1	74	16	0	0	0	0	0	0	0	69	0	0	0	78	0	0	0	0	0	0	0
702	N/A	0	high	'1/1,000'	2	23	61	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
702	N/A	0	high	'1/1,000'	3	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
702	N/A	0	high	'1/1,000'	4	100	94	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0
