Compound Identifier	Odor	Replicate	Intensity	Dilution	subject #	INTENSITY/STRENGTH	VALENCE/PLEASANTNESS	BAKERY	SWEET	FRUIT	FISH	GARLIC	SPICES	COLD	SOUR	BURNT	ACID	WARM	MUSKY	SWEATY	AMMONIA/URINOUS	DECAYED	WOOD	GRASS	FLOWER	CHEMICAL
126	4-Hydroxybenzaldehyde 		high 	"1/10"	6	0	49	0	0	0	0	0	0	0	26	0	0	0	37	0	31	0	0	0	0	0
126	4-Hydroxybenzaldehyde 		low 	"1/1,000 "	7	6	0	0	0	0	0	0	0	0	38	0	0	0	37	0	0	49	0	0	0	0
126	4-Hydroxybenzaldehyde 		high 	"1/10"	7	18	11	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	8	24
126	4-Hydroxybenzaldehyde 		low 	"1/1,000 "	8	46	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	13
126	4-Hydroxybenzaldehyde 		high 	"1/10"	8	51	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
126	4-Hydroxybenzaldehyde 		low 	"1/1,000 "	9	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
126	4-Hydroxybenzaldehyde 		high 	"1/10"	9	100	58	0	11	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	26	0
126	4-Hydroxybenzaldehyde 		low 	"1/1,000 "	10	66	45	0	0	0	0	0	0	0	0	0	17	5	0	0	0	0	0	0	0	93
126	4-Hydroxybenzaldehyde 		high 	"1/10"	10	6	49	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0
126	4-Hydroxybenzaldehyde 		low 	"1/1,000 "	11	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
126	4-Hydroxybenzaldehyde 		high 	"1/10"	11	100	0	0	0	0	0	0	0	0	0	0	0	0	100	0	10	96	0	0	0	0
126	4-Hydroxybenzaldehyde 		low 	"1/1,000 "	12	78	49	0	0	0	0	19	0	0	0	0	0	7	0	0	0	0	0	25	0	0
126	4-Hydroxybenzaldehyde 		high 	"1/10"	12	51	48	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0
126	4-Hydroxybenzaldehyde 		low 	"1/1,000 "	13	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
126	4-Hydroxybenzaldehyde 		high 	"1/10"	13	81	77	0	66	72	0	0	0	100	22	0	0	0	0	0	0	52	0	0	96	63
126	4-Hydroxybenzaldehyde 		low 	"1/1,000 "	14	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
126	4-Hydroxybenzaldehyde 		high 	"1/10"	14	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
126	4-Hydroxybenzaldehyde 		low 	"1/1,000 "	15	36	52	5	27	28	0	0	12	32	13	9	6	6	0	0	11	0	0	0	42	62
126	4-Hydroxybenzaldehyde 		high 	"1/10"	15	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
126	4-Hydroxybenzaldehyde 		low 	"1/1,000 "	16	76	29	0	29	0	0	24	31	0	0	22	36	0	0	0	26	0	0	0	0	38
126	4-Hydroxybenzaldehyde 		high 	"1/10"	16	64	31	11	22	36	0	0	0	0	24	0	0	0	0	0	0	25	0	0	0	27
126	4-Hydroxybenzaldehyde 		low 	"1/1,000 "	17	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
126	4-Hydroxybenzaldehyde 		high 	"1/10"	17	41	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
126	4-Hydroxybenzaldehyde 		low 	"1/1,000 "	18	13	36	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	31
126	4-Hydroxybenzaldehyde 		high 	"1/10"	18	53	22	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	11	0	0
126	4-Hydroxybenzaldehyde 		low 	"1/1,000 "	19	58	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
126	4-Hydroxybenzaldehyde 		high 	"1/10"	19	61	16	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0
126	4-Hydroxybenzaldehyde 		low 	"1/1,000 "	20	57	47	0	0	0	0	0	0	3	9	0	0	0	0	9	0	0	0	0	0	24
126	4-Hydroxybenzaldehyde 		high 	"1/10"	20	66	40	0	0	0	0	0	0	0	28	0	0	0	0	13	0	0	0	0	0	25
126	4-Hydroxybenzaldehyde 		low 	"1/1,000 "	21	5	2	0	0	0	0	0	0	0	2	1	0	0	4	0	0	3	0	0	0	0
126	4-Hydroxybenzaldehyde 		high 	"1/10"	21	92	80	0	57	8	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	53
126	4-Hydroxybenzaldehyde 		low 	"1/1,000 "	22	30	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
126	4-Hydroxybenzaldehyde 		high 	"1/10"	22	29	38	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
126	4-Hydroxybenzaldehyde 		low 	"1/1,000 "	23	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
126	4-Hydroxybenzaldehyde 		high 	"1/10"	23	54	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0
126	4-Hydroxybenzaldehyde 		low 	"1/1,000 "	24	44	52	0	14	0	0	0	0	0	0	0	0	0	36	0	0	0	0	18	0	0
126	4-Hydroxybenzaldehyde 		high 	"1/10"	24	77	47	0	16	0	0	0	0	0	0	25	0	0	27	0	0	0	0	0	0	14
126	4-Hydroxybenzaldehyde 		low 	"1/1,000 "	25	24	33	0	43	0	0	43	47	0	0	0	43	0	0	0	47	0	0	18	18	60
126	4-Hydroxybenzaldehyde 		high 	"1/10"	25	54	39	14	43	0	0	70	19	0	33	36	0	0	35	0	29	0	26	0	0	72
126	4-Hydroxybenzaldehyde 		low 	"1/1,000 "	26	59	45	3	2	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	18
126	4-Hydroxybenzaldehyde 		high 	"1/10"	26	63	44	0	14	2	0	0	0	20	0	0	14	0	0	0	12	0	0	0	0	39
126	4-Hydroxybenzaldehyde 		low 	"1/1,000 "	27	17	42	0	0	0	0	0	14	0	0	0	0	20	0	0	0	0	0	0	0	20
126	4-Hydroxybenzaldehyde 		high 	"1/10"	27	78	73	0	77	0	0	0	0	12	16	0	0	0	0	0	0	0	0	0	24	78
126	4-Hydroxybenzaldehyde 		low 	"1/1,000 "	28	26	23	0	0	0	0	0	4	53	0	0	0	0	0	0	33	66	0	0	0	0
126	4-Hydroxybenzaldehyde 		high 	"1/10"	28	22	72	0	33	0	0	0	35	0	0	0	0	0	0	0	0	0	31	43	70	0
126	4-Hydroxybenzaldehyde 		low 	"1/1,000 "	29	8	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
126	4-Hydroxybenzaldehyde 		high 	"1/10"	29	76	15	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
126	4-Hydroxybenzaldehyde 		low 	"1/1,000 "	30	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
126	4-Hydroxybenzaldehyde 		high 	"1/10"	30	61	37	0	0	0	0	0	0	0	4	0	0	0	30	9	0	44	0	0	0	47
126	4-Hydroxybenzaldehyde 		low 	"1/1,000 "	31	0	71	0	0	0	0	0	0	0	0	0	41	63	0	0	0	0	0	0	0	0
126	4-Hydroxybenzaldehyde 		high 	"1/10"	31	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
126	4-Hydroxybenzaldehyde 		low 	"1/1,000 "	32	24	66	0	37	35	0	0	18	0	9	0	23	0	26	0	0	0	0	0	25	33
126	4-Hydroxybenzaldehyde 		high 	"1/10"	32	93	19	0	0	0	12	0	0	0	57	11	0	0	25	0	0	0	0	0	0	0
126	4-Hydroxybenzaldehyde 		low 	"1/1,000 "	33	83	77	0	89	100	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0
126	4-Hydroxybenzaldehyde 		high 	"1/10"	33	9	19	0	100	100	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0
126	4-Hydroxybenzaldehyde 		low 	"1/1,000 "	34	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
126	4-Hydroxybenzaldehyde 		high 	"1/10"	34	44	47	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
126	4-Hydroxybenzaldehyde 		low 	"1/1,000 "	35	0	38	0	22	12	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0
126	4-Hydroxybenzaldehyde 		high 	"1/10"	35	58	5	0	10	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	45
126	4-Hydroxybenzaldehyde 		low 	"1/1,000 "	36	30	55	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0
126	4-Hydroxybenzaldehyde 		high 	"1/10"	36	69	53	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
126	4-Hydroxybenzaldehyde 		low 	"1/1,000 "	37	23	41	0	0	0	0	0	0	0	7	7	20	0	9	4	0	7	8	0	0	0
126	4-Hydroxybenzaldehyde 		high 	"1/10"	37	62	35	0	0	0	0	0	0	0	0	0	12	0	4	0	0	0	0	0	0	28
126	4-Hydroxybenzaldehyde 		low 	"1/1,000 "	38	74	58	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	28
126	4-Hydroxybenzaldehyde 		high 	"1/10"	38	76	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41
126	4-Hydroxybenzaldehyde 		low 	"1/1,000 "	39	0	48	6	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
126	4-Hydroxybenzaldehyde 		high 	"1/10"	39	35	92	0	17	0	0	0	0	0	0	0	0	0	6	0	0	0	0	7	12	0
126	4-Hydroxybenzaldehyde 		low 	"1/1,000 "	40	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
126	4-Hydroxybenzaldehyde 		high 	"1/10"	40	76	76	0	0	0	0	0	90	0	61	0	32	0	0	46	0	0	0	0	0	33
126	4-Hydroxybenzaldehyde 		low 	"1/1,000 "	41	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
126	4-Hydroxybenzaldehyde 		high 	"1/10"	41	49	53	3	13	15	0	0	0	0	0	0	0	3	0	0	0	0	0	0	5	0
126	4-Hydroxybenzaldehyde 		low 	"1/1,000 "	42	2	54	0	1	1	0	0	0	1	0	3	0	1	1	0	0	0	0	0	0	8
126	4-Hydroxybenzaldehyde 		high 	"1/10"	42	0	45	0	4	4	0	0	0	7	0	0	0	8	0	0	0	11	0	0	0	18
126	4-Hydroxybenzaldehyde 		low 	"1/1,000 "	43	28	58	0	52	0	0	0	0	16	7	0	0	0	0	0	0	0	0	0	0	46
126	4-Hydroxybenzaldehyde 		high 	"1/10"	43	78	37	0	23	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	9	40
126	4-Hydroxybenzaldehyde 		low 	"1/1,000 "	44	33	92	0	94	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
126	4-Hydroxybenzaldehyde 		high 	"1/10"	44	21	69	0	42	12	0	0	0	0	0	0	0	0	15	0	0	0	0	0	9	0
126	4-Hydroxybenzaldehyde 		low 	"1/1,000 "	45	64	59	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
126	4-Hydroxybenzaldehyde 		high 	"1/10"	45	50	57	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
126	4-Hydroxybenzaldehyde 		low 	"1/1,000 "	46	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
126	4-Hydroxybenzaldehyde 		high 	"1/10"	46	50	49	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
126	4-Hydroxybenzaldehyde 		low 	"1/1,000 "	47	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
126	4-Hydroxybenzaldehyde 		high 	"1/10"	47	85	97	0	100	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
126	4-Hydroxybenzaldehyde 		low 	"1/1,000 "	48	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
126	4-Hydroxybenzaldehyde 		high 	"1/10"	48	9	96	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0
126	4-Hydroxybenzaldehyde 		low 	"1/1,000 "	49	18	65	0	0	0	0	0	5	63	0	0	0	0	0	0	0	0	0	0	0	0
126	4-Hydroxybenzaldehyde 		high 	"1/10"	49	7	43	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
176	acetic acid 		high 	"1/100,000 "	1	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
176	acetic acid 		low 	"1/10,000,000 "	1	0	46	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0
176	acetic acid 		high 	"1/100,000 "	2	83	51	0	0	0	0	36	8	0	0	0	0	0	0	0	0	0	0	0	0	0
176	acetic acid 		low 	"1/10,000,000 "	2	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
176	acetic acid 		high 	"1/100,000 "	3	69	83	0	35	32	0	0	25	0	0	0	0	37	0	0	0	0	0	0	34	0
176	acetic acid 		low 	"1/10,000,000 "	3	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
176	acetic acid 		high 	"1/100,000 "	4	0	100	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0
176	acetic acid 		low 	"1/10,000,000 "	4	20	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0
176	acetic acid 		high 	"1/100,000 "	5	67	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
176	acetic acid 		low 	"1/10,000,000 "	5	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
176	acetic acid 		high 	"1/100,000 "	6	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
176	acetic acid 		low 	"1/10,000,000 "	6	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
176	acetic acid 		high 	"1/100,000 "	7	0	61	0	17	0	0	0	0	0	0	0	0	0	20	59	0	0	0	0	0	0
176	acetic acid 		low 	"1/10,000,000 "	7	0	72	0	14	11	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0
176	acetic acid 		high 	"1/100,000 "	8	57	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
176	acetic acid 		low 	"1/10,000,000 "	8	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
176	acetic acid 		high 	"1/100,000 "	9	17	76	0	44	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	73	0
176	acetic acid 		low 	"1/10,000,000 "	9	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
176	acetic acid 		high 	"1/100,000 "	10	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
176	acetic acid 		low 	"1/10,000,000 "	10	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
176	acetic acid 		high 	"1/100,000 "	11	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
176	acetic acid 		low 	"1/10,000,000 "	11	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
176	acetic acid 		high 	"1/100,000 "	12	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
176	acetic acid 		low 	"1/10,000,000 "	12	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
176	acetic acid 		high 	"1/100,000 "	13	20	37	17	0	0	0	71	18	0	71	44	0	54	0	0	0	79	0	0	0	0
176	acetic acid 		low 	"1/10,000,000 "	13	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
176	acetic acid 		high 	"1/100,000 "	14	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
176	acetic acid 		low 	"1/10,000,000 "	14	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
176	acetic acid 		high 	"1/100,000 "	15	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
176	acetic acid 		low 	"1/10,000,000 "	15	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
176	acetic acid 		high 	"1/100,000 "	16	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
176	acetic acid 		low 	"1/10,000,000 "	16	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
176	acetic acid 		high 	"1/100,000 "	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
176	acetic acid 		low 	"1/10,000,000 "	17	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
176	acetic acid 		high 	"1/100,000 "	18	1	37	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0
176	acetic acid 		low 	"1/10,000,000 "	18	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
176	acetic acid 		high 	"1/100,000 "	19	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
176	acetic acid 		low 	"1/10,000,000 "	19	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
176	acetic acid 		high 	"1/100,000 "	20	4	48	0	0	0	0	0	0	10	0	0	0	0	15	0	0	0	0	0	0	0
176	acetic acid 		low 	"1/10,000,000 "	20	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
176	acetic acid 		high 	"1/100,000 "	21	52	2	0	0	0	0	0	0	0	0	36	0	5	59	0	0	0	0	0	0	0
176	acetic acid 		low 	"1/10,000,000 "	21	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
176	acetic acid 		high 	"1/100,000 "	22	28	57	49	68	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0
176	acetic acid 		low 	"1/10,000,000 "	22	5	53	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0
176	acetic acid 		high 	"1/100,000 "	23	5	41	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	14	0	0	0
176	acetic acid 		low 	"1/10,000,000 "	23	3	44	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0
176	acetic acid 		high 	"1/100,000 "	24	20	55	0	0	0	0	0	0	0	0	0	0	14	25	0	0	0	33	8	0	0
176	acetic acid 		low 	"1/10,000,000 "	24	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
176	acetic acid 		high 	"1/100,000 "	25	45	33	0	0	0	0	80	0	0	79	0	50	0	35	23	87	0	0	31	0	76
176	acetic acid 		low 	"1/10,000,000 "	25	0	39	0	0	0	76	57	0	0	78	0	0	47	76	41	64	18	48	44	0	78
176	acetic acid 		high 	"1/100,000 "	26	0	21	0	10	0	0	0	0	12	7	0	16	0	0	0	0	0	0	0	0	0
176	acetic acid 		low 	"1/10,000,000 "	26	0	49	9	17	0	0	0	0	0	0	3	0	13	0	0	0	0	0	5	3	5
176	acetic acid 		high 	"1/100,000 "	27	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
176	acetic acid 		low 	"1/10,000,000 "	27	39	51	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	17
176	acetic acid 		high 	"1/100,000 "	28	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
176	acetic acid 		low 	"1/10,000,000 "	28	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
176	acetic acid 		high 	"1/100,000 "	29	0	100	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0
176	acetic acid 		low 	"1/10,000,000 "	29	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
176	acetic acid 		high 	"1/100,000 "	30	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
176	acetic acid 		low 	"1/10,000,000 "	30	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
176	acetic acid 		high 	"1/100,000 "	31	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
176	acetic acid 		low 	"1/10,000,000 "	31	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
176	acetic acid 		high 	"1/100,000 "	32	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
176	acetic acid 		low 	"1/10,000,000 "	32	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
