#oID,individual,INTENSITY/STRENGTH,VALENCE/PLEASANTNESS,BAKERY,SWEET,FRUIT,FISH,GARLIC,SPICES,COLD,SOUR,BURNT,ACID,WARM,MUSKY,SWEATY,AMMONIA/URINOUS,DECAYED,WOOD,GRASS,FLOWER,CHEMICAL
263,25,,45.1052631579,3.36842105263,9.73684210526,2.31578947368,0.0,4.05263157895,2.0,1.68421052632,20.3684210526,2.05263157895,1.84210526316,5.57894736842,6.47368421053,3.26315789474,0.0,3.78947368421,0.0,5.26315789474,3.94736842105,0.684210526316
311,25,4.51020408163,51.75,4.70833333333,18.2083333333,0.5,1.66666666667,3.75,4.79166666667,11.2083333333,15.9583333333,3.125,6.875,7.70833333333,6.33333333333,2.33333333333,4.375,1.66666666667,6.54166666667,2.33333333333,3.0,14.5416666667
325,25,16.5714285714,32.3636363636,2.52272727273,2.43181818182,0.0227272727273,4.88636363636,2.13636363636,23.6136363636,5.34090909091,5.90909090909,6.20454545455,15.3409090909,5.0,7.63636363636,4.59090909091,9.25,7.20454545455,2.90909090909,4.31818181818,1.75,16.0454545455
326,25,50.0612244898,49.15,5.725,4.5,1.6,2.6,7.1,26.55,0.1,8.6,4.65,1.15,12.725,8.425,0.075,1.05,4.525,3.975,0.35,2.875,7.65
356,25,4.55102040816,53.9555555556,1.53333333333,23.8222222222,12.5333333333,0.0222222222222,2.06666666667,4.55555555556,10.0444444444,5.51111111111,0.422222222222,9.08888888889,4.4,2.15555555556,0.577777777778,6.68888888889,4.2,0.0222222222222,0.555555555556,3.06666666667,25.4888888889
379,25,60.1020408163,26.880952381,0.047619047619,0.047619047619,2.61904761905,0.761904761905,3.78571428571,1.35714285714,2.45238095238,11.5714285714,8.35714285714,6.52380952381,4.61904761905,17.2380952381,6.19047619048,3.7619047619,8.61904761905,4.09523809524,0.619047619048,0.047619047619,23.4047619048
454,25,65.5102040816,32.6086956522,0.0217391304348,3.63043478261,3.26086956522,0.0217391304348,2.13043478261,2.73913043478,6.15217391304,9.76086956522,5.41304347826,6.71739130435,5.15217391304,15.1739130435,7.45652173913,3.82608695652,1.80434782609,5.71739130435,1.78260869565,3.45652173913,27.4130434783
460,25,,38.6170212766,3.96808510638,10.1914893617,0.755319148936,2.54255319149,1.82978723404,7.60638297872,5.27659574468,5.40425531915,9.10638297872,6.1170212766,4.82978723404,6.54255319149,2.43617021277,2.67021276596,3.96808510638,2.3085106383,4.03191489362,6.72340425532,21.829787234
650,25,78.9183673469,25.2553191489,1.44680851064,2.85106382979,2.36170212766,0.0212765957447,3.08510638298,6.93617021277,4.04255319149,28.170212766,5.6170212766,10.9574468085,6.59574468085,14.5106382979,9.46808510638,12.9787234043,4.17021276596,3.02127659574,1.31914893617,0.191489361702,27.2127659574
660,25,73.2653061224,64.0,13.7959183673,33.9183673469,7.16326530612,0.0204081632653,0.0204081632653,14.7551020408,6.5306122449,4.91836734694,2.9387755102,3.85714285714,8.30612244898,7.9387755102,1.02040816327,3.34693877551,1.83673469388,3.91836734694,2.30612244898,14.6734693878,12.9387755102
679,25,18.4285714286,29.0,4.23529411765,8.23529411765,0.0,4.82352941176,6.82352941176,4.88235294118,3.41176470588,23.1764705882,6.47058823529,6.0,1.0,15.2352941176,9.47058823529,5.52941176471,7.23529411765,2.0,6.52941176471,0.0,7.58823529412
807,25,13.3265306122,13.8666666667,0.0222222222222,0.0222222222222,0.0222222222222,2.04444444444,3.82222222222,6.17777777778,8.82222222222,14.8444444444,8.02222222222,20.7111111111,4.26666666667,11.3777777778,8.91111111111,15.6222222222,15.0222222222,0.466666666667,0.533333333333,0.0222222222222,31.5333333333
875,25,8.87755102041,49.5862068966,5.96551724138,11.0,1.03448275862,0.0,3.55172413793,7.89655172414,2.34482758621,11.3103448276,5.37931034483,12.7931034483,4.89655172414,4.79310344828,4.89655172414,7.62068965517,3.41379310345,5.27586206897,0.758620689655,2.27586206897,16.5862068966
887,25,7.38775510204,37.24,0.4,5.52,0.4,3.8,7.56,9.12,5.2,8.96,7.56,10.72,6.08,10.96,11.0,4.08,6.28,6.52,3.2,2.8,11.64
957,25,63.9591836735,51.0638297872,0.0425531914894,12.1914893617,9.14893617021,0.0425531914894,0.340425531915,1.51063829787,10.5319148936,8.3829787234,4.02127659574,10.6808510638,1.02127659574,10.3404255319,1.12765957447,7.74468085106,1.78723404255,2.76595744681,3.76595744681,9.23404255319,29.2553191489
994,25,25.3367346939,42.78125,5.29166666667,15.0729166667,2.80208333333,1.0625,2.44791666667,4.15625,3.16666666667,7.26041666667,14.4583333333,2.70833333333,8.86458333333,11.2291666667,2.58333333333,4.45833333333,2.65625,2.45833333333,0.708333333333,4.79166666667,8.75
1001,25,62.7346938776,28.4255319149,0.0425531914894,3.48936170213,1.40425531915,22.8723404255,4.65957446809,3.23404255319,2.70212765957,19.3829787234,4.87234042553,6.51063829787,7.51063829787,14.8085106383,9.48936170213,6.97872340426,11.6808510638,3.48936170213,3.17021276596,8.08510638298,14.829787234
1030,25,3.89795918367,48.9,5.7,4.1,0.0,0.0,4.9,13.8,6.3,1.6,0.1,3.8,0.0,0.0,0.0,0.0,11.6,5.3,1.2,11.0,0.8
1032,25,,39.8125,0.0,4.90625,1.875,0.921875,4.5625,6.21875,2.265625,24.078125,2.09375,5.546875,3.546875,14.71875,4.609375,1.984375,1.515625,1.40625,0.90625,1.734375,13.9375
1049,25,,50.2222222222,5.33333333333,8.27777777778,6.83333333333,0.0,8.88888888889,15.6666666667,6.83333333333,19.3333333333,3.5,6.16666666667,2.83333333333,10.3333333333,2.27777777778,6.05555555556,1.94444444444,5.55555555556,2.33333333333,0.444444444444,6.27777777778
1060,25,67.8979591837,41.2608695652,8.65217391304,20.152173913,0.0217391304348,1.30434782609,1.47826086957,6.45652173913,4.5,10.0434782609,15.6956521739,5.73913043478,7.26086956522,9.9347826087,7.52173913043,4.84782608696,2.08695652174,6.47826086957,0.0217391304348,0.673913043478,14.0869565217
1068,25,49.7142857143,31.675,1.975,6.95,4.775,7.625,5.45,11.675,4.775,16.075,0.45,3.125,1.775,7.975,8.075,3.3,19.525,1.775,6.3,0.825,6.675
1110,25,20.0,33.3333333333,0.138888888889,2.83333333333,0.666666666667,2.25,6.0,4.47222222222,2.83333333333,16.75,5.11111111111,4.61111111111,2.52777777778,19.1388888889,11.5833333333,2.38888888889,2.77777777778,3.36111111111,0.555555555556,0.444444444444,14.3055555556
1136,25,71.5714285714,30.8541666667,5.95833333333,2.02083333333,0.0,4.5,13.2083333333,9.875,1.64583333333,7.27083333333,9.91666666667,4.0625,10.7291666667,7.83333333333,3.77083333333,10.1458333333,7.10416666667,4.14583333333,4.1875,0.8125,7.41666666667
1183,25,75.7142857143,85.5531914894,47.4680851064,68.1276595745,7.42553191489,0.0212765957447,0.0212765957447,13.0,0.893617021277,0.659574468085,1.48936170213,0.0212765957447,19.7021276596,0.510638297872,0.0212765957447,0.0212765957447,0.0212765957447,1.34042553191,0.617021276596,5.8085106383,1.59574468085
2214,25,19.8979591837,45.829787234,4.97872340426,10.914893617,4.31914893617,0.255319148936,3.27659574468,10.4255319149,2.29787234043,9.51063829787,13.170212766,3.70212765957,10.9787234043,7.70212765957,0.63829787234,2.65957446809,3.63829787234,5.6170212766,4.21276595745,3.95744680851,14.6808510638
2345,25,9.04081632653,48.7045454545,0.0227272727273,14.5,5.27272727273,2.47727272727,1.06818181818,3.29545454545,7.36363636364,6.43181818182,2.84090909091,2.06818181818,6.02272727273,10.0909090909,2.20454545455,4.90909090909,1.81818181818,1.75,0.0227272727273,16.0454545455,20.1818181818
2346,25,82.2040816327,14.3265306122,2.65306122449,1.0,0.142857142857,5.20408163265,5.44897959184,7.67346938776,1.75510204082,17.2857142857,20.1224489796,11.4285714286,6.75510204082,16.693877551,10.7142857143,10.0,12.693877551,4.24489795918,4.44897959184,3.42857142857,15.1632653061
2682,25,21.9591836735,39.0,8.42307692308,10.3076923077,6.53846153846,0.0769230769231,2.38461538462,3.07692307692,2.61538461538,6.80769230769,10.0769230769,12.2692307692,0.538461538462,7.84615384615,17.9615384615,3.15384615385,0.0,4.5,4.73076923077,0.307692307692,0.0
2758,25,68.5510204082,61.0,2.8085106383,12.829787234,4.65957446809,0.0212765957447,0.553191489362,6.08510638298,13.8085106383,3.40425531915,1.57446808511,6.78723404255,8.36170212766,3.40425531915,1.23404255319,4.53191489362,2.02127659574,0.0212765957447,5.87234042553,13.3617021277,30.3829787234
2879,25,79.2653061224,33.0833333333,0.583333333333,4.41666666667,2.125,0.729166666667,0.770833333333,4.8125,8.64583333333,6.625,10.6458333333,9.77083333333,7.83333333333,15.75,5.3125,13.2708333333,10.8541666667,2.47916666667,1.10416666667,2.375,31.25
2969,25,45.612244898,28.8085106383,0.0212765957447,2.70212765957,0.0212765957447,1.31914893617,4.08510638298,3.1914893617,6.21276595745,7.82978723404,7.40425531915,13.7659574468,9.51063829787,11.2553191489,7.65957446809,7.55319148936,2.89361702128,11.5957446809,2.06382978723,2.08510638298,27.085106383
3776,25,3.55102040816,45.2857142857,6.42857142857,1.85714285714,0.0,0.928571428571,5.71428571429,9.0,6.21428571429,7.57142857143,6.5,12.0714285714,8.14285714286,12.7857142857,0.0,2.85714285714,3.85714285714,5.5,3.28571428571,0.0,12.4285714286
3893,25,17.7448979592,29.9787234043,0.0212765957447,2.58510638298,0.414893617021,0.308510638298,3.04255319149,2.86170212766,4.0,13.3617021277,9.94680851064,11.0744680851,7.29787234043,13.8404255319,7.3085106383,7.70212765957,3.31914893617,7.28723404255,1.29787234043,3.12765957447,28.0106382979
4133,25,73.3673469388,59.7142857143,1.10204081633,25.5714285714,3.42857142857,0.0204081632653,0.0204081632653,10.6326530612,11.4081632653,3.79591836735,0.714285714286,3.10204081633,5.51020408163,0.0204081632653,0.877551020408,4.89795918367,1.63265306122,0.183673469388,4.28571428571,5.75510204082,22.8367346939
5541,25,38.2040816327,34.075,3.65,4.45,2.025,2.075,3.225,6.95,1.6,32.075,4.55,14.375,5.8,3.95,4.525,3.9,0.325,0.65,0.275,0.425,8.375
5610,25,5.69387755102,29.5641025641,0.384615384615,3.79487179487,0.230769230769,0.0,0.0,2.25641025641,1.28205128205,5.35897435897,14.3333333333,11.8461538462,5.87179487179,5.15384615385,2.51282051282,18.5384615385,3.92307692308,0.0,0.0,2.61538461538,25.2820512821
5779,25,27.0612244898,67.8367346939,19.7755102041,45.4489795918,3.44897959184,0.244897959184,2.79591836735,6.51020408163,7.04081632653,5.36734693878,13.3265306122,3.0,15.0612244898,2.04081632653,0.285714285714,1.61224489796,2.22448979592,1.55102040816,1.83673469388,4.32653061224,5.30612244898
5780,25,21.0816326531,28.6086956522,4.21739130435,3.28260869565,1.04347826087,6.9347826087,11.3260869565,7.32608695652,0.760869565217,11.0434782609,23.847826087,4.95652173913,6.0652173913,13.0869565217,8.02173913043,7.41304347826,18.152173913,2.84782608696,2.60869565217,2.39130434783,7.91304347826
5950,25,7.26530612245,54.8,8.64,24.08,13.88,0.76,3.72,4.84,2.04,3.28,4.92,6.24,9.0,5.4,1.92,2.0,1.2,4.96,0.68,8.12,4.08
5960,25,9.24489795918,32.3695652174,6.5,4.58695652174,0.652173913043,0.913043478261,2.23913043478,7.86956521739,9.5,10.2391304348,6.73913043478,9.89130434783,1.71739130435,10.6086956522,7.4347826087,9.28260869565,11.1086956522,3.41304347826,0.478260869565,0.195652173913,17.2391304348
5961,25,11.1836734694,48.2666666667,6.2,10.9333333333,0.8,2.53333333333,2.2,10.6,3.6,10.4,3.53333333333,3.13333333333,0.8,6.93333333333,5.13333333333,0.0,3.93333333333,5.2,12.2666666667,4.46666666667,7.93333333333
6050,25,65.3673469388,22.3111111111,0.711111111111,0.844444444444,0.177777777778,5.08888888889,5.28888888889,1.13333333333,3.0,25.4,3.28888888889,8.46666666667,5.95555555556,19.7555555556,14.6,7.37777777778,15.0666666667,5.46666666667,3.88888888889,3.0,9.24444444444
6054,25,72.8571428571,51.3469387755,0.265306122449,18.6326530612,5.24489795918,0.0204081632653,0.265306122449,6.48979591837,1.26530612245,5.36734693878,3.16326530612,5.71428571429,7.51020408163,10.6326530612,5.38775510204,6.30612244898,4.08163265306,4.0612244898,7.91836734694,30.4081632653,14.7142857143
6057,25,13.4489795918,45.1,0.0,8.25,0.75,0.0,0.0,3.9,9.55,8.3,8.5,2.65,4.8,8.8,1.85,3.7,5.65,12.6,1.65,3.65,10.75
6106,25,34.0408163265,22.1041666667,3.25,5.125,2.02083333333,1.6875,3.14583333333,5.4375,0.833333333333,22.875,3.70833333333,6.1875,10.0208333333,18.0416666667,20.5208333333,7.83333333333,21.3125,4.54166666667,1.8125,1.3125,10.625
6137,25,41.2653061224,15.3714285714,3.65714285714,3.02857142857,1.42857142857,7.74285714286,8.71428571429,5.42857142857,0.457142857143,25.1428571429,6.94285714286,5.28571428571,3.65714285714,13.7428571429,10.1428571429,1.34285714286,28.4,2.42857142857,1.22857142857,0.228571428571,10.7714285714
6140,25,16.5918367347,36.1785714286,4.10714285714,9.14285714286,3.57142857143,1.82142857143,5.5,5.89285714286,4.78571428571,14.8214285714,2.60714285714,2.71428571429,6.17857142857,18.1071428571,8.17857142857,7.57142857143,3.82142857143,2.10714285714,4.42857142857,3.14285714286,11.5
6184,25,,20.8333333333,0.208333333333,0.104166666667,1.35416666667,2.875,0.833333333333,4.375,5.22916666667,15.6458333333,7.45833333333,7.27083333333,6.97916666667,16.8541666667,7.97916666667,11.0,12.7291666667,6.79166666667,1.89583333333,0.166666666667,25.1666666667
6213,25,10.0816326531,59.8,15.0,31.7333333333,2.23333333333,0.0,1.5,3.56666666667,2.83333333333,0.533333333333,9.2,2.86666666667,11.4333333333,3.16666666667,0.0,0.1,0.0,5.1,2.2,10.2333333333,1.76666666667
6276,25,47.612244898,25.1142857143,0.0285714285714,2.88571428571,1.28571428571,1.85714285714,2.28571428571,5.71428571429,6.8,18.2571428571,3.94285714286,7.4,1.77142857143,22.6285714286,18.3428571429,14.1714285714,12.7142857143,4.4,2.2,0.228571428571,7.45714285714
6287,25,12.9591836735,37.6388888889,5.69444444444,7.75,0.0555555555556,0.777777777778,3.94444444444,3.86111111111,4.80555555556,1.69444444444,6.77777777778,1.30555555556,10.2222222222,13.4444444444,11.0555555556,3.58333333333,2.80555555556,4.91666666667,3.86111111111,3.63888888889,7.11111111111
6374,25,66.1836734694,31.5306122449,0.122448979592,2.77551020408,2.04081632653,3.02040816327,1.16326530612,3.83673469388,4.51020408163,9.73469387755,5.44897959184,16.5714285714,5.55102040816,8.83673469388,2.24489795918,13.1836734694,3.26530612245,2.48979591837,0.408163265306,3.81632653061,45.9387755102
6386,25,11.8571428571,41.6875,0.0,5.8125,0.5,0.0,0.0,0.0,14.3125,5.9375,4.25,12.4375,3.5625,8.125,3.1875,12.625,7.125,0.625,7.0625,1.5,49.0
6448,25,29.0816326531,44.2941176471,0.705882352941,6.20588235294,2.55882352941,0.382352941176,3.97058823529,6.14705882353,12.5,5.35294117647,2.26470588235,9.76470588235,4.26470588235,7.82352941176,1.02941176471,9.88235294118,4.94117647059,3.79411764706,1.91176470588,5.76470588235,24.0
6501,25,,62.962962963,6.59259259259,34.1481481481,17.2962962963,3.07407407407,2.81481481481,4.11111111111,4.88888888889,6.55555555556,1.48148148148,0.333333333333,8.48148148148,7.51851851852,1.25925925926,5.85185185185,1.88888888889,2.11111111111,2.0,16.2592592593,11.3333333333
6505,25,2.12244897959,41.6071428571,5.39285714286,3.32142857143,0.0357142857143,3.03571428571,6.67857142857,7.60714285714,6.42857142857,11.8928571429,4.92857142857,5.21428571429,5.64285714286,10.6428571429,6.35714285714,5.64285714286,1.60714285714,6.10714285714,0.857142857143,0.0357142857143,13.4285714286
6549,25,58.693877551,72.7954545455,3.93181818182,32.4090909091,18.3863636364,0.977272727273,2.65909090909,7.09090909091,6.09090909091,3.86363636364,1.77272727273,1.52272727273,9.79545454545,2.0,0.727272727273,2.43181818182,0.227272727273,1.29545454545,3.54545454545,22.8863636364,10.6590909091
6560,25,28.1632653061,37.6923076923,4.38461538462,7.42307692308,1.46153846154,0.0,1.46153846154,5.26923076923,3.96153846154,5.03846153846,4.42307692308,11.7692307692,5.65384615385,12.0769230769,14.1538461538,3.23076923077,0.423076923077,0.423076923077,2.07692307692,0.769230769231,21.2692307692
6569,25,25.2857142857,41.1764705882,2.58823529412,7.85294117647,1.52941176471,1.5,5.67647058824,9.41176470588,6.20588235294,10.5588235294,5.76470588235,7.70588235294,0.970588235294,9.32352941176,7.85294117647,4.05882352941,2.05882352941,3.11764705882,2.67647058824,3.73529411765,20.7058823529
6584,25,11.0408163265,25.1860465116,0.0,1.37209302326,0.395348837209,0.209302325581,5.67441860465,6.32558139535,4.20930232558,19.0930232558,1.53488372093,11.5581395349,2.97674418605,8.13953488372,9.90697674419,7.93023255814,6.0,3.23255813953,0.46511627907,0.093023255814,29.4651162791
6590,25,,23.6666666667,0.153846153846,5.79487179487,4.89743589744,0.717948717949,1.46153846154,4.79487179487,1.25641025641,15.1538461538,3.5641025641,2.48717948718,5.33333333333,16.3846153846,12.3846153846,5.92307692308,13.8205128205,2.79487179487,0.0,2.76923076923,6.30769230769
6658,25,43.7346938776,40.1944444444,0.666666666667,6.97222222222,4.86111111111,2.02777777778,7.86111111111,6.69444444444,6.36111111111,10.1666666667,3.88888888889,11.0,6.77777777778,10.4444444444,4.38888888889,6.22222222222,1.41666666667,8.02777777778,5.16666666667,5.58333333333,21.2222222222
6753,25,13.2857142857,57.3157894737,7.42105263158,18.0,1.84210526316,0.0,2.52631578947,0.473684210526,4.21052631579,13.6315789474,1.0,4.63157894737,7.15789473684,10.4210526316,1.05263157895,0.0,0.368421052632,3.52631578947,0.473684210526,4.10526315789,8.94736842105
6826,25,39.0,63.8205128205,4.02564102564,33.0769230769,15.1282051282,0.0,0.435897435897,3.69230769231,6.23076923077,3.15384615385,2.4358974359,0.769230769231,5.89743589744,8.74358974359,0.102564102564,0.0,1.38461538462,2.74358974359,1.87179487179,17.1794871795,6.4358974359
6920,25,,46.5263157895,9.39473684211,10.8947368421,3.0,0.0,0.5,4.92105263158,1.13157894737,5.31578947368,5.34210526316,4.89473684211,3.73684210526,12.4210526316,3.05263157895,1.89473684211,2.21052631579,6.26315789474,3.26315789474,4.07894736842,9.92105263158
6943,25,82.3469387755,29.25,0.0416666666667,2.27083333333,0.166666666667,0.916666666667,2.45833333333,12.6458333333,5.875,7.0,14.6458333333,15.4166666667,2.72916666667,2.9375,2.75,12.2291666667,2.85416666667,3.6875,0.0416666666667,0.0416666666667,56.0625
6989,25,70.8367346939,42.4893617021,1.02127659574,2.89361702128,0.553191489362,0.0212765957447,0.872340425532,20.8936170213,4.51063829787,5.8085106383,5.65957446809,4.91489361702,10.5744680851,4.51063829787,0.0212765957447,3.93617021277,3.53191489362,4.42553191489,2.02127659574,0.702127659574,30.5106382979
6997,25,84.0612244898,30.875,2.04166666667,10.3958333333,4.20833333333,0.0208333333333,0.0833333333333,2.83333333333,8.27083333333,4.79166666667,10.2916666667,15.5208333333,7.4375,11.3541666667,0.458333333333,13.1875,2.35416666667,3.10416666667,1.375,5.83333333333,53.4166666667
6998,25,75.1836734694,29.6595744681,0.0212765957447,4.10638297872,3.34042553191,0.0212765957447,0.872340425532,4.85106382979,10.1489361702,4.55319148936,16.085106383,16.8723404255,8.04255319149,2.27659574468,1.6170212766,10.8936170213,1.23404255319,5.29787234043,0.0212765957447,1.53191489362,35.9574468085
7047,25,79.5306122449,21.2916666667,0.0208333333333,6.58333333333,2.95833333333,2.54166666667,4.33333333333,5.54166666667,1.77083333333,10.3333333333,13.9791666667,17.75,5.375,11.7083333333,2.625,11.6875,5.25,4.41666666667,0.375,0.375,46.8958333333
7059,25,65.7755102041,36.4,3.2,8.04444444444,4.22222222222,0.0,0.755555555556,4.95555555556,4.6,5.66666666667,4.28888888889,11.2444444444,2.4,8.73333333333,2.11111111111,12.0444444444,0.888888888889,1.35555555556,2.55555555556,5.22222222222,26.2888888889
7095,25,21.6734693878,32.4285714286,0.795918367347,1.51020408163,2.32653061224,0.489795918367,3.14285714286,9.89795918367,8.38775510204,10.2448979592,14.4285714286,15.0204081633,5.14285714286,8.55102040816,1.61224489796,9.61224489796,2.69387755102,5.24489795918,4.34693877551,3.10204081633,32.9183673469
7119,25,70.8775510204,57.9166666667,2.35416666667,25.4375,5.52083333333,0.145833333333,0.166666666667,4.8125,5.10416666667,2.3125,0.333333333333,8.0,11.0625,2.58333333333,0.166666666667,13.1041666667,2.3125,1.41666666667,2.95833333333,17.9583333333,32.1875
7122,25,60.306122449,52.3469387755,2.22448979592,21.612244898,7.10204081633,0.510204081633,0.0204081632653,5.81632653061,11.0,4.04081632653,3.0,6.79591836735,6.40816326531,2.20408163265,1.04081632653,8.95918367347,1.28571428571,0.0,2.79591836735,11.8775510204,29.2857142857
7127,25,27.612244898,54.21875,5.0625,19.46875,1.53125,2.0,3.96875,19.59375,3.5,9.75,4.625,3.5625,7.0,5.28125,0.0,1.65625,3.4375,3.375,4.53125,5.5625,3.375
7136,25,48.4693877551,64.4666666667,17.5333333333,33.7555555556,5.86666666667,0.8,1.2,26.4888888889,1.17777777778,3.48888888889,5.13333333333,2.02222222222,10.7777777778,0.333333333333,0.822222222222,0.111111111111,1.22222222222,4.02222222222,3.31111111111,8.08888888889,7.73333333333
7144,25,,40.2083333333,1.46875,3.78125,1.4375,7.89583333333,4.84375,8.05208333333,5.35416666667,4.9375,17.1770833333,5.14583333333,8.73958333333,10.5729166667,1.65625,2.8125,2.41666666667,10.03125,1.70833333333,1.75,17.2916666667
7147,25,26.1224489796,52.96875,1.59375,10.21875,5.59375,2.78125,1.53125,3.0625,10.40625,4.53125,6.65625,5.8125,2.75,3.625,0.8125,0.28125,1.875,1.3125,2.5,5.09375,27.90625
7150,25,,45.85,5.2,14.7,8.2,1.1,1.15,8.3,3.8,5.25,5.15,7.7,7.0,3.6,2.3,1.35,5.9,5.35,2.1,14.8,12.7
7151,25,52.4285714286,39.5744680851,1.51063829787,11.9574468085,3.95744680851,0.212765957447,1.59574468085,4.51063829787,7.02127659574,5.93617021277,4.65957446809,9.27659574468,2.21276595745,11.9787234043,3.31914893617,11.4893617021,2.91489361702,4.17021276596,3.10638297872,3.85106382979,29.4893617021
7165,25,59.6326530612,58.8,1.11111111111,27.3555555556,15.1777777778,0.0222222222222,0.933333333333,3.55555555556,10.4,5.33333333333,1.44444444444,11.4444444444,5.82222222222,1.4,2.71111111111,3.73333333333,2.11111111111,2.33333333333,3.46666666667,8.75555555556,29.1777777778
7194,25,6.79591836735,55.9714285714,0.0,12.7428571429,0.2,0.0,0.857142857143,4.48571428571,4.94285714286,3.85714285714,0.285714285714,4.2,2.97142857143,1.57142857143,0.428571428571,2.05714285714,0.0,1.62857142857,2.4,27.8857142857,12.0
7288,25,45.4285714286,43.9722222222,0.0277777777778,4.11111111111,1.80555555556,0.0277777777778,0.0277777777778,3.94444444444,1.5,8.0,2.44444444444,10.5277777778,0.666666666667,2.33333333333,0.916666666667,8.83333333333,1.02777777778,2.80555555556,1.36111111111,3.36111111111,45.8333333333
7335,25,72.7755102041,29.2083333333,2.64583333333,2.33333333333,1.47916666667,6.72916666667,10.9583333333,7.89583333333,5.29166666667,15.0625,6.47916666667,10.4166666667,2.97916666667,10.8541666667,5.27083333333,4.08333333333,2.20833333333,5.02083333333,6.47916666667,1.27083333333,18.125
7341,25,,45.6086956522,4.95652173913,15.8695652174,10.6956521739,0.0434782608696,0.0434782608696,2.78260869565,1.34782608696,16.652173913,5.30434782609,8.34782608696,4.52173913043,9.60869565217,10.2608695652,2.78260869565,2.0,0.739130434783,1.69565217391,7.60869565217,12.0869565217
7360,25,19.4693877551,40.4285714286,4.0,9.71428571429,0.714285714286,0.357142857143,3.67857142857,5.67857142857,4.07142857143,4.89285714286,2.85714285714,9.5,3.5,2.5,1.78571428571,4.71428571429,4.28571428571,4.14285714286,4.21428571429,5.17857142857,14.5357142857
7361,25,51.9591836735,38.9534883721,3.79069767442,12.6511627907,3.6511627907,3.3488372093,3.74418604651,10.0,1.95348837209,10.6744186047,7.32558139535,4.90697674419,5.97674418605,8.72093023256,2.6976744186,3.95348837209,6.90697674419,3.95348837209,1.3023255814,2.16279069767,15.511627907
7409,25,41.4081632653,49.7435897436,0.358974358974,10.7948717949,4.30769230769,0.025641025641,1.61538461538,3.28205128205,2.87179487179,3.64102564103,5.20512820513,9.0,3.79487179487,12.7435897436,4.20512820513,0.615384615385,3.74358974359,5.12820512821,9.46153846154,6.35897435897,17.1794871795
