#oID,INTENSITY/STRENGTH,VALENCE/PLEASANTNESS,BAKERY,SWEET,FRUIT,FISH,GARLIC,SPICES,COLD,SOUR,BURNT,ACID,WARM,MUSKY,SWEATY,AMMONIA/URINOUS,DECAYED,WOOD,GRASS,FLOWER,CHEMICAL
326,29.1020408163,51.6428571429,4.375,8.08928571429,1.98214285714,1.85714285714,6.46428571429,20.2142857143,0.0714285714286,7.625,3.32142857143,1.66071428571,9.91071428571,7.64285714286,0.339285714286,0.75,3.375,4.14285714286,0.964285714286,5.16071428571,6.71428571429
356,30.5510204082,52.2909090909,1.25454545455,20.3636363636,10.2545454545,0.0181818181818,2.50909090909,4.94545454545,10.4545454545,5.90909090909,0.854545454545,8.50909090909,3.92727272727,3.76363636364,0.472727272727,6.0,3.43636363636,0.745454545455,0.454545454545,2.50909090909,23.6727272727
379,48.1530612245,30.5394736842,0.618421052632,1.40789473684,1.94736842105,1.21052631579,3.13157894737,2.42105263158,1.59210526316,15.6184210526,8.38157894737,7.28947368421,5.44736842105,16.2368421053,9.93421052632,3.92105263158,6.38157894737,4.46052631579,0.592105263158,1.13157894737,18.5921052632
454,53.7142857143,47.3452380952,0.0238095238095,13.7261904762,10.3095238095,0.0119047619048,1.21428571429,4.02380952381,9.54761904762,7.05952380952,3.77380952381,5.90476190476,5.22619047619,9.07142857143,4.77380952381,4.80952380952,2.90476190476,4.84523809524,1.75,7.9880952381,22.4166666667
460,52.3571428571,38.3926380368,3.48466257669,9.06748466258,1.46625766871,1.65030674847,2.81595092025,7.96319018405,4.25153374233,5.95705521472,9.20245398773,6.18404907975,4.65030674847,8.07975460123,2.50920245399,3.49693251534,4.71165644172,2.55214723926,2.80981595092,6.0,20.3619631902
650,63.8775510204,29.8426966292,2.34831460674,1.6404494382,1.25842696629,0.76404494382,3.2808988764,8.7191011236,2.94382022472,22.9101123596,5.51685393258,8.0,5.65168539326,15.393258427,8.39325842697,9.04494382022,3.21348314607,4.0,3.98876404494,0.943820224719,19.2584269663
660,50.7755102041,62.9756097561,12.4390243902,28.3170731707,5.48780487805,0.207317073171,0.182926829268,12.012195122,4.28048780488,4.57317073171,3.4756097561,4.5487804878,8.92682926829,7.56097560976,1.43902439024,3.41463414634,1.64634146341,3.70731707317,3.01219512195,13.487804878,10.0609756098
679,26.2551020408,31.3421052632,1.89473684211,4.76315789474,0.763157894737,2.47368421053,3.31578947368,4.28947368421,3.18421052632,24.3684210526,4.0,5.47368421053,1.31578947368,11.8421052632,12.4473684211,7.36842105263,9.15789473684,0.894736842105,5.55263157895,4.39473684211,10.6052631579
807,42.8367346939,22.9672131148,0.245901639344,4.08196721311,0.508196721311,2.24590163934,4.27868852459,5.88524590164,7.55737704918,13.6721311475,6.73770491803,16.0819672131,5.7868852459,11.5245901639,8.03278688525,12.606557377,13.131147541,1.14754098361,1.65573770492,2.5737704918,27.7540983607
875,15.2346938776,50.1538461538,4.4358974359,8.97435897436,0.769230769231,2.12820512821,4.74358974359,6.35897435897,2.97435897436,10.7179487179,4.66666666667,10.1538461538,3.64102564103,5.38461538462,8.0,8.84615384615,2.53846153846,5.94871794872,4.87179487179,1.69230769231,12.6666666667
887,13.7142857143,37.4722222222,1.11111111111,6.91666666667,0.277777777778,3.63888888889,7.38888888889,8.55555555556,3.97222222222,11.75,5.25,8.47222222222,4.22222222222,12.7222222222,7.88888888889,3.58333333333,5.55555555556,6.02777777778,6.13888888889,2.69444444444,12.4444444444
957,38.7857142857,48.8208955224,0.298507462687,11.9104477612,9.17910447761,0.164179104478,1.71641791045,3.46268656716,8.88059701493,8.65671641791,3.68656716418,8.89552238806,3.91044776119,9.0447761194,1.79104477612,7.4328358209,2.26865671642,4.11940298507,2.80597014925,9.01492537313,25.0895522388
994,45.0153061224,45.6578947368,4.20394736842,17.0328947368,3.82236842105,1.21052631579,2.59868421053,4.93421052632,2.73684210526,7.11184210526,10.1644736842,3.30921052632,7.67105263158,9.48684210526,2.55921052632,4.55921052632,2.57894736842,3.45394736842,1.17105263158,6.51973684211,7.59210526316
1001,38.2551020408,33.4117647059,2.23529411765,4.51470588235,0.970588235294,16.8382352941,6.44117647059,5.52941176471,2.82352941176,17.3529411765,6.38235294118,5.55882352941,9.69117647059,13.3823529412,7.55882352941,8.41176470588,9.25,5.17647058824,4.48529411765,6.38235294118,13.3382352941
1030,13.9693877551,48.1739130435,4.13043478261,4.65217391304,0.0869565217391,0.0,2.26086956522,6.5652173913,2.78260869565,0.695652173913,0.130434782609,1.86956521739,0.260869565217,2.13043478261,0.0434782608696,0.217391304348,5.08695652174,3.4347826087,1.65217391304,5.08695652174,5.86956521739
1032,12.3010204082,38.6176470588,1.0,4.52941176471,1.33823529412,4.70588235294,6.41176470588,5.39705882353,2.08823529412,21.4117647059,4.20588235294,5.23529411765,6.11764705882,16.4705882353,7.5,4.5,1.54411764706,1.72058823529,2.79411764706,4.92647058824,11.7058823529
1049,6.97959183673,49.4666666667,5.76666666667,9.43333333333,4.1,0.0,9.73333333333,11.0666666667,6.93333333333,15.2,2.4,5.26666666667,1.93333333333,10.7333333333,2.2,3.63333333333,2.6,6.6,2.1,3.43333333333,5.93333333333
1060,46.0,47.3783783784,7.81081081081,20.8918918919,0.810810810811,1.7972972973,1.41891891892,5.47297297297,3.17567567568,9.94594594595,10.6621621622,4.2027027027,9.08108108108,8.17567567568,5.55405405405,4.01351351351,2.90540540541,6.13513513514,1.16216216216,0.972972972973,12.4459459459
1068,50.3775510204,31.9240506329,3.73417721519,8.82278481013,5.18987341772,4.82278481013,7.59493670886,12.2658227848,3.81012658228,16.6075949367,1.89873417722,5.56962025316,5.15189873418,8.58227848101,5.91139240506,5.59493670886,18.7721518987,1.06329113924,3.25316455696,0.962025316456,6.07594936709
1110,29.0408163265,33.9016393443,0.0819672131148,4.5737704918,0.393442622951,1.54098360656,5.22950819672,4.34426229508,2.39344262295,16.868852459,3.39344262295,5.73770491803,2.4262295082,15.2131147541,12.0163934426,4.19672131148,1.88524590164,2.39344262295,1.47540983607,2.13114754098,13.4590163934
1136,56.2346938776,33.6136363636,5.82954545455,1.96590909091,0.102272727273,3.42045454545,8.71590909091,7.32954545455,1.78409090909,7.88636363636,9.67045454545,4.625,7.94318181818,8.875,4.63636363636,8.75,5.44318181818,3.63636363636,3.02272727273,1.875,10.7159090909
1183,72.8775510204,85.6914893617,49.3829787234,68.8404255319,7.68085106383,0.0212765957447,0.0212765957447,9.87234042553,1.71276595745,0.574468085106,1.46808510638,0.0212765957447,17.3723404255,0.627659574468,0.031914893617,0.031914893617,0.031914893617,0.68085106383,0.659574468085,8.0,2.39361702128
2214,41.0408163265,49.2753623188,4.05797101449,14.2173913043,3.50724637681,0.449275362319,3.40579710145,12.8550724638,1.5652173913,8.72463768116,9.50724637681,2.6231884058,9.6231884058,7.82608695652,0.913043478261,3.13043478261,3.34782608696,5.10144927536,2.86956521739,5.28985507246,11.4202898551
2345,28.3775510204,48.3333333333,0.777777777778,11.5238095238,3.69841269841,1.92063492063,1.74603174603,3.74603174603,6.90476190476,7.80952380952,2.92063492063,2.7619047619,6.98412698413,9.39682539683,3.25396825397,4.50793650794,2.57142857143,2.30158730159,1.61904761905,11.2222222222,17.7936507937
2346,67.8979591837,20.914893617,2.15957446809,2.09574468085,1.21276595745,6.41489361702,7.35106382979,6.44680851064,0.925531914894,13.9574468085,18.8404255319,9.0,6.59574468085,14.3191489362,10.0,9.36170212766,11.3085106383,4.24468085106,4.40425531915,2.12765957447,12.7234042553
2682,30.6326530612,35.8235294118,5.90196078431,5.25490196078,3.35294117647,0.0392156862745,3.17647058824,2.80392156863,2.92156862745,6.70588235294,7.1568627451,9.07843137255,0.921568627451,4.17647058824,15.6470588235,3.07843137255,2.37254901961,5.72549019608,8.74509803922,7.66666666667,2.11764705882
2758,51.0,61.25,5.25,17.025,4.25,0.0125,0.4375,9.0,11.075,3.55,1.1125,5.3625,8.6125,2.5125,0.725,3.5125,2.1,0.6625,6.7625,12.0,23.575
2879,70.4081632653,31.3516483516,0.307692307692,3.40659340659,1.81318681319,0.791208791209,0.923076923077,3.72527472527,8.01098901099,6.78021978022,7.9010989011,9.17582417582,6.47252747253,13.6373626374,6.28571428571,17.4725274725,11.2307692308,3.3956043956,2.45054945055,2.85714285714,30.1648351648
2969,59.9591836735,28.6818181818,0.704545454545,1.79545454545,0.0909090909091,0.704545454545,3.125,3.84090909091,5.98863636364,11.1136363636,7.98863636364,12.3068181818,6.22727272727,13.125,8.76136363636,6.69318181818,4.22727272727,9.63636363636,2.75,1.39772727273,21.6136363636
3776,3.91836734694,43.625,4.04166666667,3.125,0.25,0.833333333333,5.83333333333,7.41666666667,3.79166666667,8.5,9.70833333333,11.375,10.0416666667,12.5416666667,2.875,6.41666666667,2.45833333333,5.91666666667,4.41666666667,0.375,14.2083333333
3893,42.6428571429,32.0,0.115107913669,3.25179856115,0.597122302158,1.31654676259,4.0,3.84892086331,3.44604316547,13.5683453237,9.10791366906,8.12949640288,6.68345323741,13.4100719424,8.17985611511,7.05755395683,3.05755395683,7.22302158273,1.64028776978,3.72661870504,21.7697841727
4133,40.3163265306,59.65625,1.75,23.859375,4.53125,0.015625,0.71875,9.859375,11.796875,3.921875,0.546875,2.375,4.21875,2.671875,0.671875,4.359375,2.515625,0.140625,3.71875,8.5625,18.859375
5541,43.1428571429,36.7820512821,2.67948717949,5.96153846154,2.19230769231,2.75641025641,3.46153846154,6.84615384615,2.88461538462,32.2820512821,6.35897435897,15.0769230769,6.01282051282,4.70512820513,5.55128205128,4.15384615385,3.32051282051,0.948717948718,0.961538461538,4.03846153846,12.1794871795
5610,25.693877551,35.0204081633,1.20408163265,6.14285714286,0.183673469388,0.0,0.408163265306,2.34693877551,2.14285714286,6.0612244898,14.1836734694,9.42857142857,5.24489795918,6.77551020408,2.10204081633,14.7551020408,3.12244897959,2.20408163265,1.91836734694,2.75510204082,20.5714285714
5779,51.5102040816,60.0126582278,14.7341772152,35.417721519,3.79746835443,0.164556962025,2.29113924051,5.53164556962,4.43037974684,7.37974683544,9.94936708861,3.12658227848,11.6962025316,3.6835443038,0.594936708861,2.26582278481,2.36708860759,1.94936708861,2.18987341772,4.37974683544,6.64556962025
5780,45.9489795918,33.6231884058,4.63768115942,3.69565217391,0.695652173913,6.4347826087,9.11594202899,5.73913043478,3.40579710145,11.6086956522,20.8695652174,4.39130434783,6.02898550725,10.652173913,7.57971014493,5.44927536232,13.768115942,2.98550724638,3.15942028986,2.13043478261,7.1884057971
5950,13.8571428571,50.5853658537,7.0243902439,17.0731707317,8.46341463415,1.07317073171,4.46341463415,3.92682926829,3.21951219512,6.0,3.0,5.31707317073,6.21951219512,3.82926829268,4.29268292683,3.46341463415,1.0243902439,3.0243902439,0.80487804878,4.9512195122,7.9512195122
5960,34.8571428571,32.8095238095,5.8253968254,5.0,0.571428571429,0.666666666667,2.12698412698,6.01587301587,8.77777777778,10.3333333333,5.52380952381,9.4126984127,3.03174603175,13.619047619,9.93650793651,7.71428571429,10.8412698413,2.92063492063,1.69841269841,1.80952380952,14.1587301587
5961,9.82653061224,47.1034482759,5.51724137931,8.1724137931,1.55172413793,2.41379310345,2.72413793103,11.2413793103,4.13793103448,7.03448275862,6.51724137931,1.65517241379,2.34482758621,6.13793103448,3.62068965517,0.344827586207,3.48275862069,7.51724137931,13.9655172414,5.31034482759,6.51724137931
6050,41.6326530612,28.0289855072,1.26086956522,2.11594202899,0.521739130435,3.82608695652,6.14492753623,3.5652173913,3.40579710145,22.3043478261,3.69565217391,6.5652173913,5.92753623188,19.7391304348,12.5217391304,5.79710144928,10.8985507246,4.49275362319,3.13043478261,2.0,9.46376811594
6054,63.6632653061,56.7311827957,2.03225806452,19.9462365591,4.68817204301,0.0215053763441,0.150537634409,5.0752688172,3.69892473118,4.79569892473,1.93548387097,5.67741935484,5.8064516129,6.77419354839,3.30107526882,4.34408602151,2.37634408602,2.90322580645,6.55913978495,29.5698924731,14.0430107527
6057,11.5714285714,44.4375,1.0,5.5625,0.46875,0.0,0.0,2.4375,7.28125,8.8125,5.625,2.09375,4.78125,8.59375,2.34375,2.90625,3.625,8.34375,4.40625,6.1875,8.28125
6106,52.1326530612,32.1111111111,7.92592592593,12.049382716,2.91358024691,1.0,2.91358024691,5.86419753086,2.17283950617,17.5061728395,5.51851851852,6.35802469136,10.987654321,15.4074074074,15.1851851852,5.62962962963,15.0,4.12345679012,1.44444444444,3.12345679012,10.049382716
6137,58.1020408163,23.9864864865,3.83783783784,1.63513513514,0.797297297297,6.97297297297,8.75675675676,4.7972972973,2.10810810811,16.4459459459,3.78378378378,5.40540540541,5.75675675676,10.8378378378,6.95945945946,2.93243243243,20.3108108108,1.54054054054,1.45945945946,1.45945945946,8.60810810811
6140,19.1428571429,37.5416666667,3.02083333333,8.125,4.20833333333,1.27083333333,3.95833333333,3.45833333333,3.39583333333,11.8541666667,3.0,3.35416666667,4.25,17.1666666667,11.5,8.0625,3.875,1.89583333333,4.375,5.1875,9.41666666667
6184,42.3775510204,25.9032258065,0.161290322581,0.661290322581,1.04838709677,2.45161290323,0.822580645161,4.09677419355,5.74193548387,14.4193548387,6.14516129032,7.11290322581,5.56451612903,14.8870967742,7.79032258065,8.58064516129,9.85483870968,5.37096774194,4.04838709677,1.0,19.8870967742
6213,18.8163265306,56.5217391304,10.5434782609,25.5,1.45652173913,0.695652173913,2.71739130435,2.4347826087,2.02173913043,4.10869565217,6.9347826087,2.08695652174,8.4347826087,5.32608695652,0.45652173913,1.76086956522,1.28260869565,6.45652173913,3.65217391304,9.78260869565,3.08695652174
6276,35.3571428571,31.8571428571,0.84126984127,4.49206349206,2.04761904762,1.39682539683,2.53968253968,5.0,4.20634920635,14.3650793651,4.47619047619,5.5873015873,1.15873015873,22.380952381,14.6666666667,9.98412698413,8.20634920635,3.68253968254,2.04761904762,2.12698412698,9.84126984127
6287,24.1020408163,40.0754716981,5.28301886792,8.39622641509,0.150943396226,2.18867924528,3.90566037736,3.54716981132,5.20754716981,3.41509433962,5.18867924528,1.66037735849,9.1320754717,11.2075471698,7.84905660377,4.83018867925,2.58490566038,3.33962264151,3.0,4.49056603774,7.39622641509
6374,75.2244897959,33.5729166667,0.364583333333,4.22916666667,1.65625,3.04166666667,1.85416666667,4.40625,6.14583333333,10.1458333333,5.20833333333,16.9479166667,5.19791666667,10.1666666667,3.69791666667,12.1354166667,4.82291666667,1.92708333333,0.916666666667,3.29166666667,42.4583333333
6386,30.3163265306,52.25,2.77777777778,15.1111111111,1.5,1.83333333333,0.416666666667,0.305555555556,10.25,6.0,7.80555555556,6.86111111111,4.66666666667,10.1388888889,2.5,6.13888888889,3.16666666667,4.69444444444,6.94444444444,2.30555555556,28.2777777778
6448,25.3673469388,45.8524590164,2.06557377049,8.2131147541,2.13114754098,0.229508196721,3.24590163934,5.80327868852,8.80327868852,4.5737704918,1.96721311475,10.4426229508,5.67213114754,7.50819672131,1.52459016393,6.45901639344,2.77049180328,3.37704918033,3.37704918033,6.27868852459,21.0491803279
6501,17.7448979592,59.4324324324,4.81081081081,27.2702702703,14.0540540541,2.24324324324,3.18918918919,4.16216216216,3.75675675676,6.86486486486,2.7027027027,1.18918918919,8.81081081081,6.62162162162,0.918918918919,4.67567567568,1.37837837838,2.08108108108,3.94594594595,15.3783783784,9.89189189189
6505,13.4081632653,41.8157894737,4.10526315789,2.73684210526,0.0263157894737,2.52631578947,4.92105263158,6.0,4.73684210526,10.6052631579,3.63157894737,4.10526315789,4.81578947368,10.3157894737,5.73684210526,4.18421052632,1.18421052632,4.5,0.631578947368,0.0263157894737,9.94736842105
6549,40.4081632653,70.3513513514,2.78378378378,29.3108108108,14.4189189189,0.581081081081,1.91891891892,5.13513513514,7.27027027027,3.7972972973,1.7972972973,1.77027027027,7.90540540541,3.31081081081,0.648648648649,2.39189189189,0.837837837838,2.18918918919,5.60810810811,20.5810810811,8.81081081081
6560,21.2244897959,39.78,3.66,8.52,2.3,0.0,1.64,3.92,4.64,7.88,2.58,8.26,3.76,11.76,9.16,2.8,0.7,2.3,1.2,2.08,16.9
6569,15.6224489796,44.22,2.8,7.96,1.04,1.02,5.58,6.4,6.16,12.6,5.8,8.04,2.14,8.52,5.34,3.16,2.7,2.98,2.9,2.6,17.68
6584,35.612244898,27.2372881356,1.94915254237,2.13559322034,0.28813559322,0.35593220339,5.86440677966,7.71186440678,3.06779661017,18.5593220339,1.28813559322,10.1016949153,4.05084745763,10.406779661,10.6949152542,7.1186440678,6.40677966102,4.45762711864,0.338983050847,0.0677966101695,24.4576271186
6590,28.2040816327,30.3333333333,0.611111111111,6.16666666667,4.61111111111,1.83333333333,3.12962962963,5.81481481481,1.68518518519,14.3333333333,2.85185185185,2.66666666667,5.42592592593,13.8333333333,9.22222222222,6.2962962963,10.3148148148,2.2037037037,1.31481481481,5.01851851852,8.05555555556
6658,25.8673469388,42.862745098,0.470588235294,6.56862745098,4.29411764706,3.09803921569,8.01960784314,8.50980392157,7.3137254902,9.54901960784,5.52941176471,9.43137254902,6.19607843137,9.52941176471,5.70588235294,5.88235294118,1.60784313725,6.01960784314,4.33333333333,4.76470588235,22.2549019608
6753,9.89795918367,54.125,4.59375,14.09375,1.09375,0.0,1.53125,1.15625,2.5,9.75,0.59375,3.53125,5.09375,9.75,3.03125,1.0,0.375,2.09375,0.8125,3.0625,6.28125
6826,23.6836734694,61.3684210526,4.77192982456,27.0350877193,11.7543859649,0.0,1.66666666667,2.52631578947,7.84210526316,4.0701754386,2.26315789474,0.526315789474,5.28070175439,7.70175438596,0.0701754385965,0.0,2.12280701754,3.21052631579,1.91228070175,15.2631578947,5.50877192982
6920,24.4591836735,48.6206896552,7.65517241379,14.5172413793,2.65517241379,0.706896551724,1.24137931034,5.0,3.03448275862,5.72413793103,4.37931034483,4.24137931034,4.51724137931,9.56896551724,2.74137931034,1.24137931034,1.44827586207,4.75862068966,2.53448275862,3.5,8.56896551724
6943,54.5102040816,34.9,0.0875,4.0375,1.2875,1.7625,1.5375,9.075,6.525,6.6625,10.2875,12.7,1.8625,5.0,2.4375,9.575,2.45,2.975,2.2625,2.9875,44.45
6989,51.112244898,43.3375,1.7875,2.675,0.3375,0.0125,1.4125,19.45,3.625,6.4375,4.5875,6.0625,8.7125,5.175,2.0875,3.025,3.1125,8.325,3.05,2.125,23.225
6997,73.9285714286,32.5483870968,1.05376344086,6.63440860215,2.17204301075,0.010752688172,0.655913978495,5.10752688172,7.5376344086,4.11827956989,12.0537634409,11.935483871,7.41935483871,8.48387096774,1.02150537634,9.82795698925,2.40860215054,3.63440860215,0.94623655914,4.45161290323,46.7096774194
6998,60.6224489796,33.183908046,0.850574712644,4.73563218391,2.12643678161,0.620689655172,2.06896551724,3.18390804598,6.44827586207,6.01149425287,12.3333333333,12.4482758621,7.03448275862,6.01149425287,2.80459770115,9.37931034483,2.50574712644,3.55172413793,0.908045977011,1.01149425287,33.9195402299
7047,61.3775510204,27.1176470588,0.647058823529,7.22352941176,2.82352941176,1.58823529412,4.6,6.16470588235,1.65882352941,8.21176470588,10.2941176471,12.2352941176,6.41176470588,13.0,2.81176470588,7.17647058824,6.05882352941,3.21176470588,1.95294117647,1.67058823529,34.5411764706
7059,54.1020408163,47.4457831325,2.0843373494,15.0963855422,4.26506024096,0.0,2.18072289157,5.5421686747,3.65060240964,5.60240963855,2.95180722892,7.67469879518,5.43373493976,7.44578313253,2.49397590361,6.53012048193,0.602409638554,2.0843373494,1.53012048193,13.1204819277,18.686746988
7095,49.6632653061,39.8875,3.175,5.4,2.35,0.3,3.0375,9.1125,7.475,7.3,9.4,11.05,4.0,6.2875,1.55,6.0875,1.9625,4.425,2.8875,5.8625,28.05
7119,75.7755102041,59.9375,1.95833333333,29.90625,10.5520833333,0.0833333333333,0.09375,4.80208333333,5.26041666667,2.4375,0.802083333333,5.89583333333,12.125,2.71875,0.354166666667,8.02083333333,1.27083333333,0.958333333333,3.3125,21.28125,27.5
7122,69.2755102041,55.6276595745,2.76595744681,23.6489361702,10.1489361702,0.276595744681,0.510638297872,6.12765957447,8.52127659574,3.42553191489,2.59574468085,4.55319148936,7.17021276596,1.91489361702,0.893617021277,6.05319148936,1.64893617021,0.585106382979,2.78723404255,15.7553191489,25.4574468085
7127,18.0714285714,53.8,3.24,19.5,2.44,1.28,2.54,14.8,3.54,6.26,3.04,2.28,6.64,4.8,0.96,1.3,2.98,3.9,3.46,7.76,3.5
7136,29.9183673469,62.4375,13.5,27.78125,5.140625,0.734375,1.03125,24.625,1.578125,3.453125,4.640625,4.625,8.03125,0.921875,0.96875,0.484375,0.859375,3.75,3.0,6.640625,8.65625
7144,37.3571428571,41.2781954887,2.25563909774,6.46616541353,2.0977443609,6.66917293233,4.3007518797,6.45112781955,5.34586466165,4.31578947368,14.9172932331,5.03759398496,8.09022556391,10.4436090226,1.63157894737,3.05263157895,2.12030075188,9.73684210526,3.02255639098,2.6992481203,13.6240601504
7147,15.2551020408,53.25,1.275,9.075,5.575,2.225,2.3,4.1,12.0,5.575,5.325,4.65,2.2,4.45,0.65,0.6,1.5,2.275,2.0,4.825,24.875
7150,11.5204081633,46.3055555556,5.83333333333,11.0277777778,4.94444444444,3.38888888889,3.77777777778,5.91666666667,2.38888888889,7.05555555556,4.77777777778,5.19444444444,5.63888888889,5.02777777778,1.88888888889,0.75,5.38888888889,5.58333333333,6.16666666667,8.22222222222,7.69444444444
7151,62.2346938776,39.6896551724,1.94252873563,8.33333333333,2.41379310345,1.22988505747,2.06896551724,5.1724137931,5.59770114943,7.44827586207,10.367816092,11.3563218391,4.05747126437,10.6551724138,3.25287356322,9.55172413793,3.83908045977,5.08045977011,1.7816091954,3.75862068966,26.9770114943
7165,38.8163265306,58.1818181818,1.84848484848,24.5,12.9090909091,0.0151515151515,0.636363636364,4.34848484848,9.37878787879,6.04545454545,1.24242424242,8.31818181818,4.63636363636,5.92424242424,2.36363636364,2.80303030303,1.51515151515,1.59090909091,3.12121212121,11.6666666667,22.7575757576
7194,17.0510204082,54.1836734694,0.0,10.6734693878,1.0612244898,0.0,0.612244897959,3.4693877551,3.5306122449,5.67346938776,1.02040816327,3.77551020408,2.5306122449,4.08163265306,0.897959183673,3.32653061224,0.122448979592,1.67346938776,4.16326530612,22.5306122449,10.5306122449
7288,33.8673469388,43.703125,1.65625,5.734375,1.03125,0.84375,1.359375,4.4375,2.703125,7.671875,2.5,9.171875,3.71875,6.21875,0.921875,7.640625,1.03125,3.40625,3.921875,5.203125,32.046875
7335,49.7551020408,34.6623376623,1.71428571429,4.01298701299,1.11688311688,4.19480519481,6.83116883117,7.18181818182,3.98701298701,14.2077922078,4.58441558442,8.33766233766,4.24675324675,9.5974025974,3.41558441558,4.93506493506,2.98701298701,4.77922077922,4.85714285714,4.0,16.5974025974
7341,17.2551020408,44.1538461538,4.23076923077,11.358974359,6.33333333333,2.5641025641,4.17948717949,3.25641025641,1.64102564103,17.2051282051,5.76923076923,6.07692307692,6.28205128205,16.4615384615,10.1282051282,2.02564102564,1.17948717949,6.25641025641,1.07692307692,9.15384615385,10.5128205128
7360,13.0510204082,43.775,4.1,10.85,0.5,0.725,4.125,4.55,2.85,5.025,2.6,7.275,3.575,4.75,3.875,4.975,3.55,3.6,3.675,4.7,15.625
7361,31.6836734694,40.6769230769,2.8,12.3076923077,2.41538461538,2.50769230769,2.78461538462,8.32307692308,1.35384615385,9.50769230769,7.83076923077,3.36923076923,5.89230769231,12.0307692308,4.6,2.76923076923,5.55384615385,5.26153846154,3.66153846154,3.76923076923,12.2153846154
7409,22.9183673469,48.9795918367,0.836734693878,9.89795918367,4.32653061224,0.0204081632653,2.38775510204,2.61224489796,3.69387755102,4.71428571429,4.71428571429,8.28571428571,3.02040816327,14.1836734694,5.40816326531,0.775510204082,2.97959183673,4.77551020408,7.85714285714,10.0816326531,15.4081632653
